model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0071,,0.00105619,0.0111,0.7117,0.0038,0.0,0.0,0.7105,0.006,15.3844,14.9556,0.7117,0.0209,0.0011,0.0007,0.7105,0.0331,9.2639,9.2086
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0105,,0.00185061,0.0165,0.7001,0.0039,0.0,0.0,0.6986,0.0061,15.816,15.3306,0.7001,0.0215,0.0011,0.0007,0.6986,0.0338,9.5307,9.4496
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0098,,0.00186372,0.0177,0.5892,0.0047,0.0001,0.0,0.5892,0.0072,19.1094,18.7733,0.5892,0.026,0.0016,0.001,0.5892,0.0395,11.5518,11.5173
"PSO_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",57.2799,0.5728,0.001238,57.2832,0.6922,0.0035,0.0,0.0,0.6809,0.0057,13.251,13.6536,0.6922,0.0191,0.001,0.0006,0.6809,0.0315,8.1563,8.42
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",59.2104,0.5921,0.001163,59.2137,0.6544,0.0039,0.0,0.0,0.6539,0.006,15.3871,15.7617,0.6544,0.0216,0.0011,0.0007,0.6539,0.0328,9.454,9.6109
"PSO_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",59.1882,0.5919,0.001369,59.1936,0.6681,0.0039,0.0,0.0,0.666,0.0059,15.7025,15.3966,0.6681,0.0216,0.001,0.0006,0.666,0.0323,9.5565,9.5172
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.3852,0.5839,0.001741,58.3898,0.6648,0.0038,0.0,0.0,0.6646,0.0059,14.8989,14.7475,0.6648,0.0206,0.001,0.0006,0.6646,0.0323,9.0902,9.1044
"PSO_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",58.3012,0.583,0.003399,58.3178,0.6697,0.0039,0.0,0.0,0.6697,0.0058,15.3917,15.4161,0.6697,0.0212,0.001,0.0006,0.6697,0.0321,9.3822,9.4586
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",62.1446,0.6214,0.002731,62.1582,0.6234,0.0042,0.0,0.0,0.6215,0.0062,16.5565,16.4308,0.6234,0.0229,0.0012,0.0007,0.6215,0.0344,10.1196,10.0913
"WOA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",62.2157,0.6222,0.001226,62.2207,0.6888,0.0036,0.0,0.0,0.6851,0.0057,14.2752,14.5746,0.6888,0.02,0.001,0.0006,0.6851,0.0313,8.738,8.9405
"WOA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",69.7243,0.6972,0.00141,69.7313,0.6491,0.004,0.0,0.0,0.6491,0.006,15.8598,15.8581,0.6491,0.0221,0.0011,0.0007,0.6491,0.0331,9.699,9.7555
"WOA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",72.7248,0.7272,0.001982,72.7349,0.5651,0.0045,0.0,0.0,0.5636,0.0067,17.9044,18.3911,0.5651,0.0249,0.0014,0.0009,0.5636,0.0369,10.9572,11.1425
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",412.2429,0.0824,0.676605,412.9226,0.6896,0.0041,0.0,0.0,0.6831,0.0063,16.6699,15.9863,0.6896,0.0227,0.0012,0.0007,0.6831,0.0347,10.0654,9.8873
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",420.3834,0.0841,0.594288,420.9837,0.7066,0.004,0.0,0.0,0.7065,0.0061,15.9122,16.0351,0.7066,0.022,0.0011,0.0007,0.7065,0.0334,9.66,9.7772
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",420.761,0.0842,0.629377,421.4144,0.7077,0.004,0.0,0.0,0.7076,0.0061,16.0373,15.7026,0.7077,0.0218,0.0011,0.0007,0.7076,0.0333,9.6448,9.6476
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",497.5027,0.4975,2.80245399,500.3077,0.7112,0.004,0.0,0.0,0.7063,0.0061,16.1093,15.504,0.7112,0.0218,0.0011,0.0007,0.7063,0.0334,9.696,9.5674
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",969.6735,0.9697,2.75797033,972.4369,0.7044,0.0044,0.0,0.0,0.6715,0.0064,18.7946,17.0986,0.7044,0.0244,0.0012,0.0008,0.6715,0.0353,11.1244,10.6425
