model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0063,,0.00104189,0.0086,0.1244,0.0056,0.0001,0.0001,0.1173,0.0086,41.7264,33.257,0.1244,0.3158,0.2395,0.0409,0.1173,0.4894,37.71,31.1918
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0066,,0.00111175,0.0101,0.1216,0.0056,0.0001,0.0001,0.1142,0.0086,41.7701,33.3004,0.1216,0.3163,0.2403,0.0411,0.1142,0.4902,37.7595,31.232
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0071,,0.0012064,0.013,0.1039,0.0058,0.0001,0.0001,0.0919,0.0087,44.7085,34.7275,0.1039,0.3289,0.2465,0.0439,0.0919,0.4965,40.3082,32.5848
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0064,,0.0010829,0.0089,0.1244,0.0056,0.0001,0.0001,0.1173,0.0086,41.7264,33.257,0.1244,0.3158,0.2395,0.0409,0.1173,0.4894,37.71,31.1918
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0069,,0.00113082,0.0105,0.1216,0.0056,0.0001,0.0001,0.1142,0.0086,41.7701,33.3004,0.1216,0.3163,0.2403,0.0411,0.1142,0.4902,37.7595,31.232
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0072,,0.00146151,0.0136,0.0487,0.0059,0.0001,0.0001,0.0384,0.009,45.4087,35.7047,0.0487,0.338,0.261,0.0468,0.0384,0.5109,40.999,33.5129
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0069,,0.00123167,0.0098,0.1244,0.0056,0.0001,0.0001,0.1173,0.0086,41.7264,33.257,0.1244,0.3158,0.2395,0.0409,0.1173,0.4894,37.71,31.1918
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0068,,0.00111365,0.0109,0.1216,0.0056,0.0001,0.0001,0.1142,0.0086,41.7701,33.3004,0.1216,0.3163,0.2403,0.0411,0.1142,0.4902,37.7595,31.232
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0072,,0.00119495,0.0134,0.0595,0.0061,0.0001,0.0001,0.0371,0.009,47.5732,36.2786,0.0595,0.3459,0.2614,0.0471,0.0371,0.5112,42.816,34.0755
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0059,,0.00103974,0.0084,0.1244,0.0056,0.0001,0.0001,0.1173,0.0086,41.7264,33.257,0.1244,0.3158,0.2395,0.0409,0.1173,0.4894,37.71,31.1918
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0118,,0.00119114,0.0164,0.1216,0.0056,0.0001,0.0001,0.1142,0.0086,41.7701,33.3004,0.1216,0.3163,0.2403,0.0411,0.1142,0.4902,37.7595,31.232
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0069,,0.00119805,0.0128,-0.0205,0.0062,0.0001,0.0001,-0.0275,0.0093,47.2896,38.1231,-0.0205,0.3549,0.2789,0.052,-0.0275,0.5281,42.8131,35.8433
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0061,,0.00104213,0.0085,0.1244,0.0056,0.0001,0.0001,0.1173,0.0086,41.7264,33.257,0.1244,0.3158,0.2395,0.0409,0.1173,0.4894,37.71,31.1918
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0066,,0.00111318,0.0105,0.1216,0.0056,0.0001,0.0001,0.1142,0.0086,41.7701,33.3004,0.1216,0.3163,0.2403,0.0411,0.1142,0.4902,37.7595,31.232
