model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",401.0181,0.0802,0.55161,401.5728,0.1424,0.0053,0.0001,0.0001,0.127,0.0086,36.6808,32.8907,0.1424,0.3036,0.2368,0.0405,0.127,0.4867,33.307,30.7807
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",408.2985,0.0817,0.546602,408.8515,0.1277,0.0054,0.0001,0.0001,0.1275,0.0086,40.3378,32.8378,0.1277,0.3085,0.2367,0.0407,0.1275,0.4865,36.3466,30.791
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",394.8632,0.079,0.548326,395.4275,0.0171,0.0059,0.0001,0.0001,0.0171,0.0091,41.2815,36.2959,0.0171,0.3372,0.2668,0.0474,0.0171,0.5165,37.8138,33.9109
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",451.0219,0.0902,1.210731,452.235,0.172,0.0059,0.0001,0.0001,0.118,0.0086,48.3732,35.0852,0.172,0.3334,0.2393,0.0434,0.118,0.4892,43.3156,32.9747
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",459.2603,0.0919,1.227226,460.4916,0.1129,0.0058,0.0001,0.0001,0.0757,0.0088,45.6102,34.5342,0.1129,0.3322,0.2507,0.0436,0.0757,0.5007,41.1543,32.4328
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",467.8306,0.0936,1.340671,469.1784,0.1174,0.0055,0.0001,0.0001,0.115,0.0086,41.0088,33.1827,0.1174,0.314,0.2402,0.041,0.115,0.4901,37.0646,31.1157
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",580.5464,0.1161,2.361158,582.9096,0.1416,0.0054,0.0001,0.0001,0.1416,0.0085,39.6458,32.6781,0.1416,0.3065,0.2329,0.0398,0.1416,0.4826,35.7712,30.6307
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",596.3501,0.1193,2.327073,598.6815,0.1448,0.0053,0.0001,0.0001,0.1357,0.0085,36.6503,32.5313,0.1448,0.3015,0.2345,0.0398,0.1357,0.4842,33.3128,30.4419
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",594.3313,0.1189,2.494014,596.8319,0.0597,0.0063,0.0001,0.0001,-0.017,0.0092,49.8821,36.5845,0.0597,0.3586,0.276,0.0488,-0.017,0.5254,45.0753,34.4076
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",858.6289,0.1717,3.106954,861.7387,0.1393,0.0063,0.0001,0.0001,0.0435,0.009,52.2484,36.8674,0.1393,0.3556,0.2595,0.0476,0.0435,0.5094,46.8285,34.6922
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",871.8936,0.1744,3.258176,875.1592,0.1225,0.0075,0.0001,0.0001,-0.1793,0.01,65.174,42.8127,0.1225,0.4288,0.3199,0.0618,-0.1793,0.5656,58.5032,40.4298
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",885.6933,0.1771,3.247614,888.9507,0.1134,0.0057,0.0001,0.0001,0.1058,0.0087,43.2635,33.989,0.1134,0.3215,0.2427,0.0423,0.1058,0.4927,38.9534,31.8961
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",993.4274,0.1987,4.56891,997.9996,0.1468,0.0054,0.0001,0.0001,0.1455,0.0085,38.3808,32.5795,0.1468,0.3042,0.2318,0.0395,0.1455,0.4815,34.741,30.5169
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1003.1609,0.2006,4.643691,1007.8099,0.153,0.0059,0.0001,0.0001,0.0972,0.0087,48.5143,35.2971,0.153,0.3374,0.2449,0.0444,0.0972,0.4949,43.5038,33.1809
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1018.7764,0.2038,4.396151,1023.178,0.0666,0.0058,0.0001,0.0001,0.0317,0.009,38.1811,37.2752,0.0666,0.3303,0.2628,0.0479,0.0317,0.5127,35.1103,34.7604
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1124.3124,0.2249,6.322528,1130.6383,0.1305,0.0054,0.0001,0.0001,0.1302,0.0086,39.0731,32.884,0.1305,0.3082,0.236,0.0402,0.1302,0.4858,35.3906,30.8076
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1137.6656,0.2275,5.951833,1143.6225,0.0695,0.0064,0.0001,0.0001,-0.0305,0.0093,51.1818,36.8894,0.0695,0.3637,0.2796,0.0495,-0.0305,0.5287,46.2109,34.7123
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1144.8182,0.229,5.908758,1150.7361,0.0417,0.0061,0.0001,0.0001,-0.0429,0.0094,38.7392,41.4458,0.0417,0.3468,0.2831,0.0541,-0.0429,0.5321,35.7845,38.3428
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1110.9701,0.2222,8.737535,1119.71,0.1412,0.006,0.0001,0.0001,0.0794,0.0088,48.6795,35.3686,0.1412,0.3395,0.2498,0.0446,0.0794,0.4998,43.6994,33.248
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1111.2016,0.2222,9.143232,1120.3483,0.1475,0.0062,0.0001,0.0001,0.0588,0.0089,52.1902,36.781,0.1475,0.3526,0.2553,0.0471,0.0588,0.5053,46.7049,34.6064
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1121.8965,0.2244,9.055885,1130.9618,0.1124,0.0056,0.0001,0.0001,0.1049,0.0087,42.4508,33.6086,0.1124,0.319,0.243,0.042,0.1049,0.4929,38.3096,31.5337
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1263.3372,0.2527,10.747386,1274.0869,0.1523,0.0053,0.0001,0.0001,0.1349,0.0085,35.9759,32.6224,0.1523,0.3009,0.2347,0.0399,0.1349,0.4844,32.7254,30.5179
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1267.8408,0.2536,10.919028,1278.7639,0.0899,0.0058,0.0001,0.0001,0.0414,0.009,37.0215,37.3306,0.0899,0.327,0.2601,0.0479,0.0414,0.51,34.1403,34.7399
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1283.9447,0.2568,10.954457,1294.9077,0.04,0.0059,0.0001,0.0001,-0.022,0.0093,37.8554,38.2356,0.04,0.336,0.2774,0.0507,-0.022,0.5267,34.8447,35.647
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1418.8389,0.2838,12.731515,1431.5727,0.1584,0.0053,0.0001,0.0001,0.158,0.0084,39.4403,32.3498,0.1584,0.3039,0.2284,0.0388,0.158,0.4779,35.6218,30.3169
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1432.7199,0.2865,12.641767,1445.369,0.1438,0.0054,0.0001,0.0001,0.1421,0.0085,40.4082,32.7169,0.1438,0.3081,0.2327,0.04,0.1421,0.4824,36.4778,30.6729
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1504.412,0.3009,14.083812,1518.5045,0.0466,0.0059,0.0001,0.0001,0.0256,0.0091,44.3607,34.9737,0.0466,0.3378,0.2645,0.0455,0.0256,0.5143,40.2698,32.825
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1688.5015,0.3377,16.042489,1704.5462,0.1146,0.0058,0.0001,0.0001,0.0871,0.0088,45.604,34.3752,0.1146,0.3286,0.2477,0.0432,0.0871,0.4976,40.9942,32.2865
