model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1374.943,1.3749,4.3012166,1379.2468,0.1359,0.0055,0.0001,0.0001,0.1321,0.0085,41.8179,33.1468,0.1359,0.3128,0.2355,0.0406,0.1321,0.4852,37.6419,31.0936
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3058.6124,3.0586,4.38807034,3063.0114,0.1746,0.0058,0.0001,0.0001,0.1268,0.0086,47.7608,34.8312,0.1746,0.3302,0.2369,0.0428,0.1268,0.4867,42.7608,32.7301
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",5746.4439,5.7464,4.57795835,5751.0375,0.1562,0.0053,0.0001,0.0001,0.1543,0.0084,37.8547,32.477,0.1562,0.3026,0.2296,0.0391,0.1543,0.4791,34.3009,30.4132
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1668.3044,1.6683,11.18428588,1679.4951,0.142,0.0055,0.0001,0.0001,0.1393,0.0085,41.2006,32.9016,0.142,0.3102,0.2335,0.0401,0.1393,0.4832,37.1112,30.8571
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3722.8629,3.7229,11.25420451,3734.1222,0.1714,0.0058,0.0001,0.0001,0.1228,0.0086,47.6956,34.8232,0.1714,0.3306,0.238,0.0429,0.1228,0.4878,42.7232,32.7224
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",7014.9652,7.015,11.86287785,7026.85,0.1438,0.0055,0.0001,0.0001,0.0932,0.0087,35.2973,34.5494,0.1438,0.3102,0.2461,0.0434,0.0932,0.4961,32.3356,32.2604
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1847.1658,1.8472,20.66724491,1867.8355,0.1348,0.0057,0.0001,0.0001,0.1151,0.0086,44.7872,33.9636,0.1348,0.3225,0.2401,0.0421,0.1151,0.49,40.213,31.8909
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3927.5846,3.9276,22.31950474,3949.9134,0.1637,0.0055,0.0001,0.0001,0.1551,0.0084,42.6543,33.1824,0.1637,0.3121,0.2292,0.0399,0.1551,0.4787,38.3072,31.1338
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",7327.721,7.3277,21.60836029,7349.346,0.1449,0.0054,0.0001,0.0001,0.1448,0.0085,38.9594,32.8094,0.1449,0.3069,0.2321,0.0397,0.1448,0.4818,35.2895,30.7353
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1987.4116,1.9874,31.20388603,2018.6318,0.1378,0.0074,0.0001,0.0001,-0.1422,0.0098,65.0682,42.5665,0.1378,0.4219,0.3099,0.0604,-0.1422,0.5567,58.2639,40.1887
