model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",568.6382,0.1137,0.149529,568.7898,0.9958,0.0121,0.0003,0.0001,0.9956,0.0169,4.2924,4.353,0.9958,11.7021,267.2011,0.0019,0.9956,16.3463,2.9799,3.0077
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",579.282,0.1159,0.172547,579.4649,0.9959,0.0118,0.0003,0.0001,0.9959,0.0163,4.2882,4.2396,0.9959,11.3563,248.7231,0.0018,0.9959,15.771,2.9406,2.9268
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",563.1717,0.1126,0.159167,563.3502,0.9962,0.0114,0.0002,0.0001,0.9961,0.0158,4.1912,4.2149,0.9962,10.9787,232.6858,0.0018,0.9961,15.254,2.8724,2.886
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",700.677,0.1401,0.703437,701.3841,0.9958,0.0119,0.0003,0.0001,0.9957,0.0166,4.2212,4.2074,0.9958,11.448,256.8914,0.0018,0.9957,16.0278,2.9221,2.9223
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",707.9281,0.1416,0.736935,708.6677,0.9959,0.0117,0.0003,0.0001,0.9959,0.0163,4.2228,4.1906,0.9959,11.3319,249.2087,0.0018,0.9959,15.7863,2.9103,2.9016
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",700.4096,0.1401,0.731935,701.1507,0.9961,0.0115,0.0003,0.0001,0.996,0.0161,4.2473,4.2548,0.9961,11.1475,240.5442,0.0018,0.996,15.5095,2.9064,2.9163
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",882.9016,0.1766,1.604021,884.5075,0.9957,0.012,0.0003,0.0001,0.9956,0.0169,4.2116,4.2377,0.9957,11.6018,265.0091,0.0018,0.9956,16.2791,2.9305,2.9466
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",873.3361,0.1747,1.604587,874.9453,0.9959,0.0116,0.0003,0.0001,0.9959,0.0162,4.1614,4.1483,0.9959,11.1812,244.8023,0.0018,0.9959,15.6462,2.8742,2.8718
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",887.0773,0.1774,1.777983,888.8595,0.9962,0.0113,0.0002,0.0001,0.9962,0.0158,4.215,4.2337,0.9962,10.9569,231.803,0.0018,0.9962,15.2251,2.8827,2.8937
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1073.6584,0.2147,2.708233,1076.3687,0.9958,0.012,0.0003,0.0001,0.9957,0.0166,4.3832,4.3199,0.9958,11.5993,257.1017,0.0018,0.9957,16.0344,3.0108,2.9899
