8.663636145386046955e-05,6.330514362842378298e-03
8.663841162692630343e-05,6.328974326041189070e-03
8.660537400114524085e-05,6.326517311793254661e-03
8.668875675770918484e-05,6.333174933850808756e-03
8.665362374344239276e-05,6.330226871457463912e-03
8.659242153863192252e-05,6.324621232643601321e-03
8.655047602259834962e-05,6.324861768740275628e-03
8.662812868225609232e-05,6.335517443733916509e-03
8.668626526801752959e-05,6.335057813071103341e-03
8.667127639297664559e-05,6.334500831237797197e-03
8.666849196463940021e-05,6.333561645743550350e-03
8.656479481726215685e-05,6.326833587677604953e-03
8.656128180383799607e-05,6.328586518210247910e-03
8.665321952940271152e-05,6.333234669819071821e-03
8.662633405284236117e-05,6.330695461487030780e-03
8.663919360037101330e-05,6.330384872884500455e-03
8.666255855588220159e-05,6.328577148135292388e-03
8.659386284847089799e-05,6.328687904202516187e-03
8.652554523558869562e-05,6.327225343036460906e-03
8.665460847434103622e-05,6.334024067237234608e-03
8.661607884815303532e-05,6.326813022323529018e-03
8.660155508139521564e-05,6.330134018706429916e-03
8.657852027226065430e-05,6.324354251946880806e-03
8.667987079258016156e-05,6.327151789140508624e-03
8.659708781478281403e-05,6.332788107937021085e-03
8.644087213333215194e-05,6.321020384606091010e-03
8.651958643307285438e-05,6.320580093237651229e-03
8.651766621979332049e-05,6.324812432771408088e-03
8.654101851722529346e-05,6.323914023755709130e-03
8.657125570938600649e-05,6.323153057729827622e-03
8.657455534840878119e-05,6.330175965769431826e-03
8.648099507560814687e-05,6.330434152824776506e-03
8.653085777277923804e-05,6.329212098354882257e-03
8.647485764496185706e-05,6.323842449896355071e-03
8.654263746045811646e-05,6.327781630867718513e-03
8.641999015878216908e-05,6.322337780299355434e-03
8.640179135726479428e-05,6.321674341249123794e-03
8.637855065170727486e-05,6.321945558787007806e-03
8.638771797570487469e-05,6.320959734793041643e-03
8.640471254505354066e-05,6.320057878567516066e-03
8.641734956973730222e-05,6.320409012114908825e-03
8.640150495845225101e-05,6.322907561385465031e-03
8.622056802933431453e-05,6.316706039366952463e-03
8.634125253250171086e-05,6.317089983925923934e-03
8.625924986726136437e-05,6.315087243628195353e-03
8.625849306448644287e-05,6.316600549886189873e-03
8.625172491130859086e-05,6.316076791089012335e-03
8.625113032337044724e-05,6.311388924456422245e-03
8.626033092854883686e-05,6.313183828703425315e-03
8.626308197211350181e-05,6.314175204840665259e-03
8.625708436166180536e-05,6.314624997945715232e-03
8.624012504330570760e-05,6.311948348073951991e-03
8.623911391138063887e-05,6.312572568264809142e-03
8.620881617307539827e-05,6.316318579988714627e-03
8.620786813489580839e-05,6.315555212415085995e-03
8.621590827868701699e-05,6.316037213531109501e-03
8.620350757731629272e-05,6.317104649807559792e-03
8.619513093781677932e-05,6.316343114947560455e-03
8.617501611508750279e-05,6.312600217179382793e-03
8.617465861234268785e-05,6.312612523260347809e-03
8.616412704993713686e-05,6.313224219879886960e-03
8.617124034679103867e-05,6.313005558129882594e-03
8.616473909629489172e-05,6.313596610479815449e-03
8.616296581290546039e-05,6.313446042084844625e-03
8.616005938548672359e-05,6.312872775357828911e-03
8.615904840422886686e-05,6.313128061323411075e-03
8.615958102256519716e-05,6.313046567780098220e-03
8.615944898649766581e-05,6.312918798625395678e-03
8.615906729699849913e-05,6.312844001140483288e-03
8.615688529266767167e-05,6.313072630045019930e-03
8.615654685017052673e-05,6.313267809540336686e-03
8.615557452454602463e-05,6.313099400575929165e-03
8.615471814605887119e-05,6.313230133931042876e-03
8.615401562241781740e-05,6.313367065664923436e-03
8.615120020740246417e-05,6.313163293078366371e-03
8.614964410559275995e-05,6.313132105477408870e-03
8.614689320507705201e-05,6.313212966194243873e-03
8.614481515220672825e-05,6.313061104866961488e-03
8.614214029946508247e-05,6.313100078406719794e-03
8.613905887078689030e-05,6.313098494637939609e-03
8.613537545746313532e-05,6.313162929121899844e-03
8.612985259365607744e-05,6.313288471018993139e-03
8.612692572324359371e-05,6.313373714039299638e-03
8.612230795738437885e-05,6.313542536886927389e-03
8.611897711952132641e-05,6.313566212402931671e-03
8.611776352852296124e-05,6.313697432483179536e-03
8.611619265020796098e-05,6.313813122465541765e-03
8.611525202296732616e-05,6.313759111474671892e-03
8.611379804516068300e-05,6.313854849124721745e-03
8.611334316612754734e-05,6.313905839407276191e-03
8.611304177677262732e-05,6.313905346400840168e-03
8.611279016088734136e-05,6.313969037631926226e-03
8.611235421942735433e-05,6.313994147587179313e-03
8.611218500640963817e-05,6.314025793695366394e-03
8.611201389458809463e-05,6.314016417438386361e-03
8.611181722422285275e-05,6.314027732465568934e-03
8.611167276975300960e-05,6.314023911919448145e-03
8.611154073127438879e-05,6.314025473614768083e-03
8.611142717082237192e-05,6.314024292372402009e-03
8.611130786403479163e-05,6.314029684634863207e-03
