model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0073,,0.00125813,0.0093,0.6987,0.0039,0.0,0.0,0.697,0.0062,15.6439,15.1464,0.6987,0.0213,0.0011,0.0007,0.697,0.0339,9.4132,9.3405
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0061,,0.00099635,0.008,0.6864,0.004,0.0,0.0,0.6843,0.0063,16.0109,15.4322,0.6864,0.0218,0.0012,0.0007,0.6843,0.0346,9.6401,9.5333
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0061,,0.00122428,0.0091,0.6854,0.004,0.0,0.0,0.6835,0.0063,16.0621,15.5062,0.6854,0.0219,0.0012,0.0007,0.6835,0.0346,9.6755,9.5753
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0083,,0.00106597,0.0103,0.6987,0.0039,0.0,0.0,0.697,0.0062,15.6439,15.1464,0.6987,0.0213,0.0011,0.0007,0.697,0.0339,9.4132,9.3405
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0069,,0.00122213,0.0092,0.6864,0.004,0.0,0.0,0.6843,0.0063,16.0109,15.4322,0.6864,0.0218,0.0012,0.0007,0.6843,0.0346,9.6401,9.5333
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0065,,0.00114417,0.0095,0.6854,0.004,0.0,0.0,0.6835,0.0063,16.0621,15.5062,0.6854,0.0219,0.0012,0.0007,0.6835,0.0346,9.6755,9.5753
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0077,,0.00111985,0.0095,0.6987,0.0039,0.0,0.0,0.697,0.0062,15.6439,15.1464,0.6987,0.0213,0.0011,0.0007,0.697,0.0339,9.4132,9.3405
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0078,,0.00127888,0.0104,0.6864,0.004,0.0,0.0,0.6843,0.0063,16.0109,15.4322,0.6864,0.0218,0.0012,0.0007,0.6843,0.0346,9.6401,9.5333
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0076,,0.0012815,0.011,0.6854,0.004,0.0,0.0,0.6835,0.0063,16.0621,15.5062,0.6854,0.0219,0.0012,0.0007,0.6835,0.0346,9.6755,9.5753
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0079,,0.00099134,0.0096,0.6987,0.0039,0.0,0.0,0.697,0.0062,15.6439,15.1464,0.6987,0.0213,0.0011,0.0007,0.697,0.0339,9.4132,9.3405
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0065,,0.00107694,0.0085,0.6864,0.004,0.0,0.0,0.6843,0.0063,16.0109,15.4322,0.6864,0.0218,0.0012,0.0007,0.6843,0.0346,9.6401,9.5333
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0063,,0.00103545,0.009,0.6854,0.004,0.0,0.0,0.6835,0.0063,16.0621,15.5062,0.6854,0.0219,0.0012,0.0007,0.6835,0.0346,9.6755,9.5753
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0064,,0.00114727,0.0082,0.6987,0.0038,0.0,0.0,0.6978,0.0062,15.5009,15.0849,0.6987,0.0211,0.0011,0.0007,0.6978,0.0338,9.3378,9.2935
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0076,,0.00112295,0.0098,0.6864,0.004,0.0,0.0,0.6843,0.0063,16.0109,15.4322,0.6864,0.0218,0.0012,0.0007,0.6843,0.0346,9.6401,9.5333
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0077,,0.00125122,0.011,0.6854,0.004,0.0,0.0,0.6835,0.0063,16.0621,15.5062,0.6854,0.0219,0.0012,0.0007,0.6835,0.0346,9.6755,9.5753
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0064,,0.00110912,0.0081,0.6987,0.0039,0.0,0.0,0.697,0.0062,15.6439,15.1464,0.6987,0.0213,0.0011,0.0007,0.697,0.0339,9.4132,9.3405
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0064,,0.00110769,0.0086,0.6864,0.004,0.0,0.0,0.6843,0.0063,16.0109,15.4322,0.6864,0.0218,0.0012,0.0007,0.6843,0.0346,9.6401,9.5333
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0064,,0.00106645,0.0093,0.6854,0.004,0.0,0.0,0.6835,0.0063,16.0621,15.5062,0.6854,0.0219,0.0012,0.0007,0.6835,0.0346,9.6755,9.5753
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.006,,0.00108576,0.0077,0.6987,0.0039,0.0,0.0,0.697,0.0062,15.6439,15.1464,0.6987,0.0213,0.0011,0.0007,0.697,0.0339,9.4132,9.3405
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0063,,0.00102496,0.0082,0.6864,0.004,0.0,0.0,0.6843,0.0063,16.0109,15.4322,0.6864,0.0218,0.0012,0.0007,0.6843,0.0346,9.6401,9.5333
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.006,,0.00413013,0.0118,0.6854,0.004,0.0,0.0,0.6835,0.0063,16.0621,15.5062,0.6854,0.0219,0.0012,0.0007,0.6835,0.0346,9.6755,9.5753
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0069,,0.00122023,0.0088,0.6987,0.0039,0.0,0.0,0.697,0.0062,15.6439,15.1464,0.6987,0.0213,0.0011,0.0007,0.697,0.0339,9.4132,9.3405
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0067,,0.00105786,0.0089,0.6864,0.004,0.0,0.0,0.6843,0.0063,16.0109,15.4322,0.6864,0.0218,0.0012,0.0007,0.6843,0.0346,9.6401,9.5333
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0067,,0.00110006,0.0095,0.6854,0.004,0.0,0.0,0.6835,0.0063,16.0621,15.5062,0.6854,0.0219,0.0012,0.0007,0.6835,0.0346,9.6755,9.5753
