model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",64.8658,0.6487,0.001778,64.8689,0.9909,0.0073,0.0004,0.0001,0.9908,0.0189,4.0864,4.1033,0.9909,7.833,412.6562,0.0031,0.9908,20.3139,3.8125,3.8277
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",189.2376,1.8924,0.003715,189.2465,0.7211,0.0207,0.0111,0.0022,0.7156,0.1052,5.6958,5.1821,0.7211,22.2729,12754.9241,0.0097,0.7156,112.9377,5.4169,4.9109
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",31.9933,0.3199,0.001457,31.9958,0.9658,0.0111,0.0014,0.0005,0.9643,0.0373,4.9375,5.0512,0.9658,11.868,1599.4313,0.0051,0.9643,39.9929,4.6103,4.7179
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",76.6032,0.766,0.001643,76.6059,0.9731,0.0109,0.0011,0.0004,0.972,0.033,4.5287,4.608,0.9731,11.7291,1257.7076,0.0044,0.972,35.4642,4.2515,4.3288
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",226.5311,2.2653,0.003609,226.5362,0.9544,0.0108,0.0018,0.0006,0.9542,0.0422,4.593,4.655,0.9544,11.642,2055.9179,0.0067,0.9542,45.3422,4.3109,4.375
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",32.0948,0.3209,0.001022,32.0976,0.9557,0.0124,0.0018,0.0006,0.9538,0.0424,4.7258,4.841,0.9557,13.3449,2072.9356,0.0055,0.9538,45.5295,4.4403,4.5568
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",66.8823,0.6688,0.002242,66.8858,0.8362,0.0109,0.0064,0.0011,0.8362,0.0798,4.5642,4.3173,0.8362,11.7433,7347.2916,0.0057,0.8362,85.7163,4.2864,4.0431
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",245.1318,2.4513,0.003826,245.1374,-1.9631,0.0363,0.1155,0.0089,-1.9676,0.3398,7.5899,6.3275,-1.9631,38.9184,133099.0309,0.0906,-1.9676,364.8274,7.2921,6.0368
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",27.5336,0.2753,0.000976,27.5359,0.9218,0.0135,0.0031,0.0012,0.9193,0.056,4.9662,5.2142,0.9218,14.5124,3617.9708,0.0102,0.9193,60.1496,4.6646,4.9099
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",63.4113,0.6341,0.001473,63.4139,0.9715,0.0113,0.0012,0.0004,0.9703,0.034,4.6068,4.6941,0.9715,12.1825,1334.2211,0.0044,0.9703,36.527,4.3294,4.4153
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",227.7049,2.277,0.003743,227.7102,-14.3041,0.0527,0.5978,0.0039,-14.3609,0.7732,9.6785,6.7638,-14.3041,56.6124,688943.2399,0.397,-14.3609,830.026,9.3684,6.4852
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",29.5342,0.2953,0.000942,29.5366,0.9793,0.0093,0.0008,0.0003,0.9788,0.0287,4.6596,4.6816,0.9793,9.962,949.3407,0.0041,0.9788,30.8114,4.3448,4.3697
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",71.8105,0.7181,0.00183,71.8134,0.9065,0.0134,0.0036,0.0009,0.9065,0.0603,5.0999,4.9841,0.9065,14.3352,4194.4048,0.0066,0.9065,64.7642,4.8013,4.6874
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",216.1673,2.1617,0.003708,216.1727,-0.9519,0.0348,0.0763,0.0043,-0.9613,0.2763,7.5653,6.9609,-0.9519,37.3479,87966.211,0.3884,-0.9613,296.591,7.2647,6.6635
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",30.0534,0.3005,0.000937,30.0553,-147605945.8099,205.4269,5786641.8438,0.994,-148690129.8944,2405.544,22381.0623,7.9538,-147605945.8099,220530.5528,6668824833904.295,1.2611,-148690129.8944,2582406.7909,22248.6903,7.6549
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",66.0467,0.6605,0.001665,66.0496,-13.3172,0.1012,0.5661,0.0302,-13.5465,0.7524,15.2809,7.4092,-13.3172,108.5973,652416.455,0.0697,-13.5465,807.723,14.916,7.1046
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",189.135,1.8913,0.003345,189.14,0.9499,0.0123,0.0019,0.0006,0.9499,0.0441,4.8806,4.9269,0.9499,13.1906,2245.7264,0.0067,0.9499,47.3891,4.5938,4.6383
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",31.2155,0.3122,0.001124,31.2178,-1.8699,0.0367,0.1117,0.0099,-1.8705,0.3342,8.058,7.0357,-1.8699,39.3968,128744.7224,0.2168,-1.8705,358.8101,7.7185,6.7066
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",71.5905,0.7159,0.001809,71.5941,0.9875,0.0075,0.0005,0.0002,0.9874,0.0221,4.1512,4.1093,0.9875,8.0655,564.2896,0.003,0.9874,23.7548,3.875,3.834
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",234.8224,2.3482,0.004301,234.8285,0.0225,0.025,0.0383,0.0041,0.0164,0.1957,6.6768,5.6478,0.0225,26.8711,44116.6677,0.0588,0.0164,210.0397,6.3755,5.3634
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",32.2191,0.3222,0.001042,32.2214,0.9257,0.0146,0.003,0.0011,0.9229,0.0548,5.1502,5.3774,0.9257,15.6233,3457.3215,0.0088,0.9229,58.799,4.8456,5.0717
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",65.5001,0.655,0.001521,65.5032,0.9008,0.0135,0.0039,0.0016,0.8989,0.0627,4.876,5.2734,0.9008,14.4773,4534.9695,0.0469,0.8989,67.3422,4.5881,4.9767
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",235.904,2.359,0.004076,235.9096,0.579,0.0162,0.0164,0.0024,0.5779,0.1282,5.6917,4.8616,0.579,17.4042,18932.249,0.0322,0.5779,137.5945,5.3993,4.5863
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",29.3026,0.293,0.00103,29.3046,-665491766.0674,330.1887,26000550.2319,0.1661,-668094780.3432,5099.0735,36061.4942,6.9245,-665491766.0674,354465.1439,29964376535433.832,0.4604,-668094780.3432,5473972.6466,35847.6782,6.5973
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",67.7545,0.6775,0.001844,67.7576,0.9846,0.0079,0.0006,0.0002,0.9845,0.0246,4.1682,4.2027,0.9846,8.5281,695.6203,0.0038,0.9845,26.3746,3.8931,3.9263
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",225.5721,2.2557,0.00327,225.5769,0.9575,0.0121,0.0017,0.0006,0.9569,0.0409,4.9058,4.9181,0.9575,13.0243,1931.7781,0.0061,0.9569,43.952,4.6165,4.6307
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",26.8432,0.2684,0.00091,26.8454,0.9458,0.012,0.0022,0.0008,0.9441,0.0466,4.7345,4.8822,0.9458,12.9263,2505.6956,0.0065,0.9441,50.0569,4.4389,4.586
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",64.9221,0.6492,0.001423,64.9246,0.9325,0.0139,0.0027,0.001,0.9301,0.0521,5.087,5.2881,0.9325,14.9725,3133.1198,0.0082,0.9301,55.9743,4.781,4.9825
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",203.467,2.0347,0.003715,203.4722,-22.087,0.0958,0.8994,0.0263,-22.1095,0.9483,15.0189,9.6683,-22.087,102.8553,1036474.4747,0.8111,-22.1095,1018.0739,14.6679,9.3749
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",29.9459,0.2995,0.000895,29.9482,0.9504,0.0113,0.002,0.0007,0.9489,0.0446,4.4493,4.5938,0.9504,12.0948,2291.5582,0.0062,0.9489,47.8702,4.1767,4.3193
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",71.7386,0.7174,0.001667,71.7416,0.9692,0.0102,0.0012,0.0004,0.9691,0.0347,4.5706,4.4763,0.9692,10.9628,1385.03,0.0042,0.9691,37.216,4.2883,4.1983
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",224.6109,2.2461,0.003622,224.6163,-3941585.9899,18.3967,153734.7498,0.1655,-3950276.3251,392.0902,1975.555,5.5071,-3941585.9899,19749.2718,177171863174.7485,0.2033,-3950276.3251,420917.8817,1963.7991,5.2163
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",30.864,0.3086,0.0012,30.8664,0.9734,0.0102,0.0011,0.0004,0.9724,0.0328,4.5174,4.5811,0.9734,10.9369,1236.611,0.0041,0.9724,35.1655,4.225,4.2894
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",70.0585,0.7006,0.002095,70.0623,0.9814,0.0089,0.0007,0.0003,0.9813,0.027,4.5019,4.511,0.9814,9.6028,837.1352,0.0037,0.9813,28.9333,4.1984,4.2096
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",217.7344,2.1773,0.003882,217.7403,0.9034,0.0151,0.0038,0.0013,0.9024,0.0616,5.4105,5.6903,0.9034,16.2022,4378.4318,0.0466,0.9024,66.1697,5.1204,5.3933
