model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"GA_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",41.1525,0.4115,0.000956,41.1548,-2.9471,0.0333,0.1539,0.0079,-2.9558,0.3924,7.061,5.1458,-2.9471,35.7929,177418.5753,0.0191,-2.9558,421.2108,6.7581,4.8567
"GA_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",86.1545,0.8615,0.001451,86.1569,0.9781,0.0098,0.0009,0.0003,0.978,0.0293,4.597,4.5914,0.9781,10.4848,987.2095,0.0044,0.978,31.4199,4.3077,4.3035
"GA_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",343.1344,3.4313,0.003469,343.139,0.8075,0.0207,0.0078,0.0032,0.8008,0.088,5.8992,6.7689,0.8075,22.1979,8932.7175,0.1231,0.8008,94.5131,5.609,6.4639
"GA_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",42.2092,0.4221,0.00095,42.2114,-0.2247,0.0269,0.0482,0.0039,-0.2391,0.2196,6.4462,6.2557,-0.2247,28.8357,55573.7746,0.3667,-0.2391,235.7409,6.1328,5.9489
"GA_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",87.4158,0.8742,0.001543,87.4184,0.8591,0.0122,0.0055,0.0006,0.8589,0.0741,4.824,4.5987,0.8591,13.0662,6328.0551,0.0352,0.8589,79.5491,4.5353,4.3139
"GA_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",341.0515,3.4105,0.003388,341.0563,0.8895,0.015,0.0043,0.001,0.8885,0.0659,5.1108,4.8968,0.8895,16.0959,5001.3989,0.0067,0.8885,70.7206,4.8304,4.6216
"GA_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",42.4527,0.4245,0.001895,42.4555,0.9666,0.0105,0.0013,0.0005,0.9655,0.0366,4.7305,4.8162,0.9666,11.2419,1546.9329,0.0048,0.9655,39.3311,4.4177,4.5012
"GA_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",91.8997,0.919,0.001693,91.9029,0.9604,0.0113,0.0015,0.0005,0.9604,0.0393,4.6605,4.6265,0.9604,12.1235,1777.9744,0.0048,0.9604,42.166,4.3794,4.3463
"GA_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",344.275,3.4427,0.003873,344.2808,-0.2445,0.0389,0.0492,0.0071,-0.2654,0.2219,8.1131,6.6147,-0.2445,41.7818,56752.0538,0.0659,-0.2654,238.2269,7.8085,6.3324
"GA_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",40.2672,0.4027,0.000829,40.2689,-0.0346,0.0272,0.0405,0.0062,-0.0406,0.2012,6.7854,6.9831,-0.0346,29.2266,46670.8523,0.3004,-0.0406,216.0344,6.4627,6.6626
