model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",80.4497,0.8045,0.001705,80.4527,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0075,2.0093,0.9975,7.7826,114.7089,0.0004,0.9975,10.7102,1.4157,1.4172
"DE_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",197.2369,1.9724,0.002908,197.2415,0.9976,0.0063,0.0001,0.0,0.9976,0.0086,1.9492,1.9489,0.9976,7.5629,107.5122,0.0003,0.9976,10.3688,1.3731,1.3734
"DE_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",1089.6951,10.897,0.008914,1089.7066,0.9978,0.0061,0.0001,0.0,0.9978,0.0084,1.8885,1.8869,0.9978,7.3425,100.9465,0.0003,0.9978,10.0472,1.3296,1.3291
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",88.0031,0.88,0.001611,88.006,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0122,2.0134,0.9975,7.7841,114.6395,0.0004,0.9975,10.707,1.4181,1.4194
"DE_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",202.3255,2.0233,0.003328,202.3304,0.9976,0.0063,0.0001,0.0,0.9976,0.0087,1.9581,1.9583,0.9976,7.5854,108.203,0.0003,0.9976,10.4021,1.3791,1.3797
"DE_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",1085.5695,10.8557,0.010074,1085.5827,0.9978,0.0061,0.0001,0.0,0.9978,0.0083,1.8932,1.892,0.9978,7.3351,100.2719,0.0003,0.9978,10.0136,1.3317,1.3314
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",81.4516,0.8145,0.00168,81.4546,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.007,2.0089,0.9975,7.7784,114.5823,0.0004,0.9975,10.7043,1.4153,1.4167
"DE_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",196.2515,1.9625,0.002961,196.2561,0.9976,0.0063,0.0001,0.0,0.9976,0.0087,1.9553,1.9553,0.9976,7.571,107.9885,0.0003,0.9976,10.3918,1.3769,1.3773
"DE_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",1142.9962,11.43,0.009741,1143.0083,0.9977,0.0062,0.0001,0.0,0.9977,0.0084,1.9049,1.9035,0.9977,7.396,102.3711,0.0003,0.9977,10.1179,1.3407,1.3405
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",84.3117,0.8431,0.001583,84.3151,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0014,2.0033,0.9975,7.7589,113.8408,0.0004,0.9975,10.6696,1.4114,1.4128
"DE_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",196.5019,1.965,0.002789,196.5064,0.9976,0.0063,0.0001,0.0,0.9976,0.0087,1.957,1.9571,0.9976,7.5772,108.287,0.0003,0.9976,10.4061,1.3781,1.3785
"DE_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",1151.0147,11.5101,0.009117,1151.0261,0.9978,0.0061,0.0001,0.0,0.9978,0.0084,1.8967,1.8947,0.9978,7.3741,101.9272,0.0003,0.9978,10.0959,1.3355,1.335
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",86.5953,0.866,0.001828,86.5984,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0173,2.0194,0.9975,7.81,115.5493,0.0004,0.9975,10.7494,1.4223,1.4239
"DE_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",199.2622,1.9926,0.002719,199.267,0.9976,0.0063,0.0001,0.0,0.9976,0.0086,1.9513,1.9512,0.9976,7.5622,107.8201,0.0003,0.9976,10.3836,1.3744,1.3748
"DE_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",1124.1058,11.2411,0.00915,1124.1174,0.9978,0.0061,0.0001,0.0,0.9978,0.0084,1.8997,1.8988,0.9978,7.3856,101.8683,0.0003,0.9978,10.093,1.3379,1.3377
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",84.2811,0.8428,0.001613,84.2843,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0094,2.0104,0.9975,7.7805,114.4234,0.0004,0.9975,10.6969,1.4164,1.4176
