model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"TWO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",86.9104,0.8691,0.001539,86.9135,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0045,2.0064,0.9975,7.766,114.4028,0.0004,0.9975,10.6959,1.4131,1.4146
"TWO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",210.5094,2.1051,0.003743,210.5153,0.9976,0.0063,0.0001,0.0,0.9976,0.0086,1.9482,1.9478,0.9976,7.5521,107.3693,0.0003,0.9976,10.3619,1.3719,1.3722
"TWO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",1193.1642,11.9316,0.009447,1193.178,0.9977,0.0062,0.0001,0.0,0.9977,0.0084,1.9012,1.9002,0.9977,7.4018,102.6791,0.0003,0.9977,10.1331,1.3394,1.3392
"TWO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",84.1082,0.8411,0.001665,84.1111,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0045,2.0058,0.9975,7.7695,114.2735,0.0004,0.9975,10.6899,1.4134,1.4147
"TWO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",206.1659,2.0617,0.00326,206.1711,0.9976,0.0063,0.0001,0.0,0.9976,0.0087,1.9579,1.958,0.9976,7.5767,108.0986,0.0003,0.9976,10.397,1.3786,1.3791
"TWO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",1143.6773,11.4368,0.00924,1143.69,0.9978,0.0061,0.0001,0.0,0.9978,0.0084,1.8918,1.8904,0.9978,7.3609,101.7952,0.0003,0.9978,10.0894,1.3324,1.332
"TWO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",86.736,0.8674,0.001806,86.7396,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0086,2.0107,0.9975,7.7785,114.3391,0.0004,0.9975,10.6929,1.4162,1.4177
"TWO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",210.3598,2.1036,0.004033,210.3654,0.9976,0.0063,0.0001,0.0,0.9976,0.0087,1.9546,1.955,0.9976,7.585,108.0418,0.0003,0.9976,10.3943,1.377,1.3776
"TWO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",1101.5189,11.0152,0.009207,1101.5311,0.9978,0.0061,0.0001,0.0,0.9978,0.0084,1.8875,1.8866,0.9978,7.3334,100.9529,0.0003,0.9978,10.0475,1.3289,1.3288
"TWO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",88.171,0.8817,0.00194,88.1746,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,1.9998,2.0019,0.9975,7.7648,114.336,0.0004,0.9975,10.6928,1.411,1.4125
"TWO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",208.9415,2.0894,0.002934,208.9467,0.9976,0.0063,0.0001,0.0,0.9976,0.0087,1.9556,1.9558,0.9976,7.5799,108.3799,0.0003,0.9976,10.4106,1.3775,1.378
"TWO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",1131.5264,11.3153,0.009819,1131.5394,0.9977,0.0062,0.0001,0.0,0.9977,0.0084,1.9029,1.902,0.9977,7.3928,102.2953,0.0003,0.9977,10.1141,1.3399,1.3397
"TWO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",88.3809,0.8838,0.001898,88.385,0.9974,0.0065,0.0001,0.0,0.9974,0.009,2.0229,2.025,0.9974,7.8291,116.2462,0.0004,0.9974,10.7818,1.4263,1.4278
"TWO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 50}",219.0776,2.1908,0.003092,219.0824,0.9976,0.0063,0.0001,0.0,0.9976,0.0086,1.9477,1.9478,0.9976,7.5476,107.4565,0.0003,0.9976,10.3661,1.3718,1.3723
