model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",369.2454,0.3692,1.06246781,370.3091,0.9726,0.0101,0.0009,0.0003,0.9717,0.0305,4.5327,4.5737,0.9726,10.8387,1069.6486,0.004,0.9717,32.7055,4.2618,4.3056
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",724.1973,0.7242,1.27752542,725.4767,0.9867,0.0083,0.0004,0.0002,0.9865,0.021,4.3813,4.3854,0.9867,8.9459,510.3201,0.0032,0.9865,22.5903,4.1087,4.1132
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1261.5807,1.2616,1.51493096,1263.099,0.9884,0.0078,0.0004,0.0002,0.9883,0.0196,4.2862,4.2323,0.9884,8.4077,443.2992,0.0029,0.9883,21.0547,4.0118,3.9684
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",414.1794,0.4142,4.0405128,418.2214,0.965,0.0109,0.0012,0.0004,0.9638,0.0345,4.5957,4.6777,0.965,11.7144,1369.032,0.0046,0.9638,37.0004,4.3289,4.4098
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",746.8994,0.7469,4.54743862,751.4482,0.9878,0.0079,0.0004,0.0002,0.9877,0.0201,4.2187,4.1976,0.9878,8.4457,466.6795,0.0029,0.9877,21.6028,3.9524,3.9355
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1454.1084,1.4541,5.11755228,1459.2299,0.9888,0.0078,0.0004,0.0002,0.9887,0.0192,4.3837,4.3487,0.9888,8.3382,426.2106,0.0033,0.9887,20.6449,4.1022,4.0758
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",495.1389,0.4951,9.46512794,504.6086,0.9875,0.0082,0.0004,0.0002,0.9873,0.0204,4.4224,4.3861,0.9875,8.8334,479.8228,0.0031,0.9873,21.9049,4.141,4.1134
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",816.9748,0.817,9.95209718,826.9284,0.9802,0.0094,0.0007,0.0003,0.9794,0.026,4.4888,4.5105,0.9802,10.0932,778.8012,0.0037,0.9794,27.907,4.2125,4.2389
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1483.5595,1.4836,10.17322588,1493.7361,0.9842,0.0089,0.0005,0.0002,0.9839,0.023,4.6321,4.6112,0.9842,9.5998,608.7361,0.004,0.9839,24.6726,4.3395,4.3296
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",600.4383,0.6004,17.36612153,617.8058,0.9765,0.0101,0.0008,0.0003,0.9755,0.0284,4.6129,4.6401,0.9765,10.8717,927.3253,0.0039,0.9755,30.452,4.3327,4.3663
