"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",436.1388,0.4361,1.00570989,437.1462,0.9809,0.0111,0.0007,0.0003,0.9788,0.0264,4.8292,4.9266,0.9809,11.9557,803.4111,0.004,0.9788,28.3445,4.5582,4.6543
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",730.7569,0.7308,1.21909165,731.9777,0.9786,0.0123,0.0007,0.0003,0.9775,0.0272,6.9012,6.743,0.9786,13.2366,849.6063,0.0063,0.9775,29.148,6.3919,6.2832
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1351.5605,1.3516,1.24779034,1352.8135,0.9697,0.013,0.0011,0.0004,0.9661,0.0334,5.2166,5.3752,0.9697,13.921,1283.5985,0.005,0.9661,35.8273,4.9336,5.0878
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",493.8806,0.4939,3.89811444,497.7811,0.9874,0.0092,0.0005,0.0002,0.9862,0.0213,4.5912,4.682,0.9874,9.8714,521.1224,0.0034,0.9862,22.8281,4.3146,4.3964
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",930.3309,0.9303,4.20077062,934.5341,0.982,0.0101,0.0006,0.0002,0.9809,0.0251,4.6836,4.7003,0.982,10.8612,724.2048,0.0037,0.9809,26.9111,4.3977,4.423
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1450.2008,1.4502,4.29203081,1454.4979,0.9862,0.0098,0.0005,0.0002,0.9856,0.0218,5.3197,5.2512,0.9862,10.5692,546.1369,0.0041,0.9856,23.3696,4.9555,4.9105
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",606.0002,0.606,8.01325798,614.0148,0.9807,0.0114,0.0007,0.0003,0.9796,0.0259,5.9871,5.902,0.9807,12.2387,772.7625,0.0051,0.9796,27.7986,5.5673,5.5148
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",894.77,0.8948,8.11270595,902.8849,0.979,0.0112,0.0007,0.0003,0.9776,0.0271,5.3355,5.3196,0.979,11.9732,845.9008,0.0046,0.9776,29.0844,4.9865,4.9903
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1740.1733,1.7402,9.00318718,1749.1806,0.9833,0.0111,0.0006,0.0003,0.9812,0.0248,4.88,4.9569,0.9833,11.8747,710.212,0.004,0.9812,26.6498,4.6023,4.682
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",636.135,0.6361,15.85150743,651.9881,0.9762,0.0123,0.0009,0.0003,0.9738,0.0293,5.2395,5.3076,0.9762,13.1799,991.8342,0.0047,0.9738,31.4934,4.9326,5.0093
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1243.1177,1.2431,14.54024196,1257.6762,0.9839,0.0107,0.0006,0.0002,0.9827,0.0238,5.3824,5.3525,0.9839,11.4564,653.1734,0.0044,0.9827,25.5573,5.0247,5.0156
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1719.1376,1.7191,13.94842625,1733.0891,0.9859,0.0099,0.0005,0.0002,0.9849,0.0223,4.9212,4.9066,0.9859,10.6159,571.0551,0.0038,0.9849,23.8968,4.6058,4.6057
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",811.0565,0.8111,19.58865809,830.6465,0.9866,0.0092,0.0005,0.0002,0.9858,0.0216,4.4664,4.4878,0.9866,9.8698,538.0061,0.0033,0.9858,23.195,4.1968,4.2224
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1082.9998,1.083,20.12778091,1103.129,0.9852,0.0097,0.0005,0.0002,0.9845,0.0225,5.1643,5.1014,0.9852,10.4364,585.035,0.004,0.9845,24.1875,4.8137,4.7725
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1953.51,1.9535,20.37297773,1973.89,0.9755,0.0114,0.0008,0.0003,0.9742,0.0291,5.5099,5.4722,0.9755,12.2221,976.7978,0.0048,0.9742,31.2538,5.1404,5.1266
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",786.9412,0.7869,26.41447306,813.3568,0.9774,0.012,0.0008,0.0003,0.9766,0.0277,6.8787,6.7031,0.9774,12.829,885.1278,0.0064,0.9766,29.7511,6.3657,6.2408
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1366.0946,1.3661,29.75390363,1395.8519,0.9794,0.0117,0.0007,0.0003,0.9772,0.0273,5.1913,5.2447,0.9794,12.5284,861.7234,0.0045,0.9772,29.3551,4.8796,4.9425
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1969.3862,1.9694,31.68542051,2001.0816,0.968,0.0125,0.0011,0.0004,0.9658,0.0335,5.3366,5.3742,0.968,13.3967,1294.5908,0.0051,0.9658,35.9804,5.0048,5.0582
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1023.9971,1.024,36.23035359,1060.2291,0.9809,0.0118,0.0007,0.0003,0.9781,0.0268,5.0959,5.2377,0.9809,12.6973,827.5253,0.0044,0.9781,28.7667,4.8194,4.9543
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1356.8413,1.3568,33.63556838,1390.4789,0.9831,0.0102,0.0006,0.0002,0.9816,0.0246,4.6411,4.6989,0.9831,10.9983,695.6155,0.0037,0.9816,26.3745,4.3707,4.4304
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1952.1734,1.9522,30.74799371,1982.9318,0.9701,0.0124,0.0011,0.0004,0.9672,0.0328,5.0266,5.1429,0.9701,13.2672,1240.6486,0.0048,0.9672,35.2228,4.7436,4.8613
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",942.1615,0.9422,41.25329185,983.4164,0.9819,0.011,0.0007,0.0003,0.9799,0.0257,4.9093,4.9926,0.9819,11.8349,760.7158,0.004,0.9799,27.5811,4.627,4.7114
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1387.5913,1.3876,39.20908737,1426.8022,0.9864,0.0093,0.0005,0.0002,0.9859,0.0215,5.0149,4.954,0.9864,9.9835,534.6903,0.0038,0.9859,23.1234,4.6773,4.636
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1873.1812,1.8732,38.69821811,1911.8849,0.9839,0.0116,0.0006,0.0003,0.9809,0.025,5.4239,5.6103,0.9839,12.4783,722.5817,0.0046,0.9809,26.8809,5.1227,5.2927
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",968.0064,0.968,45.19453216,1013.2019,0.9789,0.0112,0.0007,0.0003,0.9775,0.0272,5.2772,5.2684,0.9789,12.0084,850.1823,0.0045,0.9775,29.1579,4.9373,4.9462
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1345.9273,1.3459,44.73667026,1390.6655,0.9803,0.0113,0.0007,0.0003,0.9788,0.0264,5.5189,5.4912,0.9803,12.1054,800.4314,0.0047,0.9788,28.2919,5.1516,5.1464
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2521.5861,2.5216,49.08804846,2570.6775,0.9879,0.0089,0.0004,0.0002,0.9871,0.0206,4.4386,4.4451,0.9879,9.5712,487.1116,0.0032,0.9871,22.0706,4.1659,4.179
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1030.9929,1.031,52.24960494,1083.244,0.9833,0.0109,0.0006,0.0002,0.9812,0.0249,4.9205,5.0308,0.9833,11.6772,712.646,0.004,0.9812,26.6954,4.6425,4.7482
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1635.3928,1.6354,65.22500086,1700.6198,0.9779,0.0114,0.0008,0.0003,0.9762,0.028,5.1644,5.1834,0.9779,12.2888,900.396,0.0044,0.9762,30.0066,4.8446,4.8775
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2604.947,2.6049,54.99161792,2659.9535,0.9748,0.0113,0.0009,0.0003,0.9726,0.03,4.7456,4.8452,0.9748,12.1301,1037.726,0.0042,0.9726,32.2138,4.4755,4.5742
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1381.8923,1.3819,73.58955574,1455.4835,0.9853,0.0101,0.0005,0.0002,0.9839,0.023,4.6806,4.741,0.9853,10.8407,609.1757,0.0036,0.9839,24.6815,4.4081,4.4698
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2012.4154,2.0124,60.33865619,2072.7681,0.9825,0.0101,0.0006,0.0002,0.9812,0.0248,4.6485,4.6834,0.9825,10.8832,709.9752,0.0037,0.9812,26.6454,4.3706,4.4111
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2516.7633,2.5168,61.66916156,2578.4461,0.976,0.0112,0.0008,0.0003,0.975,0.0287,5.6464,5.5838,0.976,12.0643,947.4546,0.0049,0.975,30.7808,5.2583,5.2231
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1696.4722,1.6965,71.00570869,1767.479,0.9791,0.0117,0.0008,0.0003,0.9767,0.0277,5.0069,5.1053,0.9791,12.5605,882.349,0.0043,0.9767,29.7044,4.7256,4.824
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1756.477,1.7565,71.47398973,1827.954,0.9796,0.0117,0.0007,0.0003,0.9786,0.0265,6.2023,6.101,0.9796,12.5199,811.5572,0.0054,0.9786,28.4878,5.7636,5.6982
