model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"WOA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",61.0267,0.6103,0.002023,61.0301,0.9545,0.0115,0.0018,0.0006,0.9529,0.0428,4.6485,4.7711,0.9545,12.3782,2112.9987,0.0057,0.9529,45.9674,4.357,4.4792
"WOA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",62.9994,0.63,0.0011,63.0022,0.9911,0.008,0.0004,0.0001,0.9909,0.0188,4.7754,4.7685,0.9911,8.5486,406.3191,0.0035,0.9909,20.1574,4.4384,4.433
"WOA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",64.7871,0.6479,0.001384,64.7913,0.9907,0.0087,0.0004,0.0002,0.9904,0.0193,5.4501,5.4384,0.9907,9.3722,430.4656,0.0042,0.9904,20.7477,5.0555,5.0454
"WOA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",61.265,0.6127,0.001714,61.2678,0.4413,0.0203,0.0218,0.003,0.441,0.1475,5.6791,5.1877,0.4413,21.7807,25069.7436,0.0116,0.441,158.3343,5.3747,4.896
"WOA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",61.0665,0.6107,0.001072,61.071,0.9865,0.0097,0.0005,0.0002,0.986,0.0233,5.7834,5.7254,0.9865,10.3972,626.1581,0.005,0.986,25.0232,5.3534,5.3154
"WOA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",62.5347,0.6253,0.001196,62.5387,0.9882,0.0098,0.0005,0.0002,0.9881,0.0215,5.8715,5.8996,0.9882,10.574,533.8339,0.0088,0.9881,23.1048,5.475,5.5035
"WOA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",62.9014,0.629,0.001179,62.9051,0.976,0.0099,0.0009,0.0003,0.9756,0.0308,4.6356,4.6512,0.976,10.6295,1093.6299,0.0039,0.9756,33.0701,4.3299,4.3462
"WOA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",63.6245,0.6362,0.002185,63.6288,0.9921,0.0078,0.0003,0.0001,0.9921,0.0176,5.1268,5.0902,0.9921,8.4035,356.0142,0.004,0.9921,18.8683,4.753,4.721
"WOA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",65.3135,0.6531,0.001149,65.3193,0.991,0.0083,0.0004,0.0002,0.9906,0.0192,4.8671,4.8709,0.991,8.9521,422.9142,0.0036,0.9906,20.5649,4.5254,4.5318
"WOA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",63.2734,0.6327,0.001107,63.2763,0.931,0.0127,0.0028,0.001,0.929,0.0526,4.7407,4.9667,0.931,13.653,3184.5129,0.0088,0.929,56.4315,4.4574,4.6762
