model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0073,,0.00107908,0.0091,0.9914,0.0067,0.0003,0.0001,0.9914,0.0168,4.3457,4.3229,0.9914,7.1808,326.212,0.003,0.9914,18.0613,4.0512,4.0313
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0071,,0.00110674,0.0093,0.9915,0.0068,0.0003,0.0001,0.9914,0.0168,4.4251,4.4033,0.9915,7.2847,323.7969,0.0031,0.9914,17.9944,4.125,4.106
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0075,,0.00114799,0.0108,0.9915,0.0068,0.0003,0.0001,0.9915,0.0167,4.4172,4.3955,0.9915,7.261,323.3061,0.0031,0.9915,17.9807,4.1175,4.0985
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.007,,0.00109124,0.0088,0.9914,0.0067,0.0003,0.0001,0.9914,0.0168,4.3457,4.3229,0.9914,7.1808,326.212,0.003,0.9914,18.0613,4.0512,4.0313
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0072,,0.00110197,0.0094,0.9915,0.0068,0.0003,0.0001,0.9914,0.0168,4.4251,4.4033,0.9915,7.2847,323.7969,0.0031,0.9914,17.9944,4.125,4.106
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0074,,0.00119257,0.0105,0.9915,0.0068,0.0003,0.0001,0.9915,0.0167,4.4172,4.3955,0.9915,7.261,323.3061,0.0031,0.9915,17.9807,4.1175,4.0985
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0071,,0.00109148,0.0089,0.9914,0.0067,0.0003,0.0001,0.9914,0.0168,4.3457,4.3229,0.9914,7.1808,326.212,0.003,0.9914,18.0613,4.0512,4.0313
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0073,,0.00112653,0.0095,0.9915,0.0068,0.0003,0.0001,0.9914,0.0168,4.4251,4.4033,0.9915,7.2847,323.7969,0.0031,0.9914,17.9944,4.125,4.106
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0076,,0.00116301,0.0107,0.9915,0.0068,0.0003,0.0001,0.9915,0.0167,4.4172,4.3955,0.9915,7.261,323.3061,0.0031,0.9915,17.9807,4.1175,4.0985
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0073,,0.0010972,0.0091,0.9914,0.0067,0.0003,0.0001,0.9914,0.0168,4.3457,4.3229,0.9914,7.1808,326.212,0.003,0.9914,18.0613,4.0512,4.0313
