model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ELM-sliding_2-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0067,,0.00098753,0.0087,0.9958,0.0121,0.0003,0.0001,0.9956,0.0169,4.2479,4.2949,0.9958,11.6419,265.4335,0.0019,0.9956,16.2921,2.9534,2.9765
"ELM-sliding_3-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0088,,0.00146008,0.012,0.9958,0.0119,0.0003,0.0001,0.9958,0.0166,4.2249,4.2124,0.9958,11.4777,256.5882,0.0018,0.9958,16.0184,2.9279,2.9266
"ELM-sliding_5-net_para_{'hidden_size': (10, False), 'activation': 0}",0.023,,0.00278282,0.0283,0.9959,0.0117,0.0003,0.0001,0.9959,0.0163,4.1699,4.1561,0.9959,11.2527,247.8772,0.0018,0.9959,15.7441,2.8826,2.8805
"ELM-sliding_2-net_para_{'hidden_size': (50, False), 'activation': 0}",0.0063,,0.00098515,0.0088,0.9958,0.0119,0.0003,0.0001,0.9957,0.0166,4.272,4.2411,0.9958,11.5349,257.0644,0.0018,0.9957,16.0332,2.9547,2.9457
"ELM-sliding_3-net_para_{'hidden_size': (50, False), 'activation': 0}",0.0131,,0.00184059,0.0176,0.9958,0.0119,0.0003,0.0001,0.9957,0.0167,4.2139,4.2413,0.9958,11.5249,260.2623,0.0018,0.9957,16.1326,2.9279,2.9426
"ELM-sliding_5-net_para_{'hidden_size': (50, False), 'activation': 0}",0.0155,,0.00195956,0.0197,0.9959,0.0117,0.0003,0.0001,0.9959,0.0163,4.1699,4.1561,0.9959,11.2527,247.8772,0.0018,0.9959,15.7441,2.8826,2.8805
"ELM-sliding_2-net_para_{'hidden_size': (200, False), 'activation': 0}",0.0096,,0.00151801,0.0128,0.9957,0.0119,0.0003,0.0001,0.9957,0.0167,4.2007,4.2109,0.9957,11.4931,259.0412,0.0018,0.9957,16.0948,2.9177,2.9263
"ELM-sliding_3-net_para_{'hidden_size': (200, False), 'activation': 0}",0.0107,,0.00117278,0.0137,0.9958,0.0119,0.0003,0.0001,0.9958,0.0166,4.2249,4.2124,0.9958,11.4777,256.5882,0.0018,0.9958,16.0184,2.9279,2.9266
"ELM-sliding_5-net_para_{'hidden_size': (200, False), 'activation': 0}",0.0155,,0.00206137,0.0195,0.9959,0.0117,0.0003,0.0001,0.9958,0.0165,4.1586,4.1793,0.9959,11.3325,252.6034,0.0018,0.9958,15.8935,2.8834,2.8962
"ELM-sliding_2-net_para_{'hidden_size': (500, False), 'activation': 0}",0.0059,,0.00097752,0.0081,0.9958,0.0119,0.0003,0.0001,0.9958,0.0166,4.2234,4.2113,0.9958,11.4784,256.5431,0.0018,0.9958,16.017,2.9274,2.9262
"ELM-sliding_3-net_para_{'hidden_size': (500, False), 'activation': 0}",0.0109,,0.00164652,0.0149,0.9958,0.0119,0.0003,0.0001,0.9958,0.0166,4.2249,4.2124,0.9958,11.4777,256.5882,0.0018,0.9958,16.0184,2.9279,2.9266
"ELM-sliding_5-net_para_{'hidden_size': (500, False), 'activation': 0}",0.0149,,0.0019033,0.0186,0.9959,0.0117,0.0003,0.0001,0.9959,0.0163,4.1699,4.1561,0.9959,11.2527,247.8772,0.0018,0.9959,15.7441,2.8826,2.8805
"ELM-sliding_2-net_para_{'hidden_size': (1000, False), 'activation': 0}",0.0058,,0.00092316,0.008,0.9958,0.0119,0.0003,0.0001,0.9958,0.0166,4.2234,4.2113,0.9958,11.4784,256.5431,0.0018,0.9958,16.017,2.9274,2.9262
"ELM-sliding_3-net_para_{'hidden_size': (1000, False), 'activation': 0}",0.0113,,0.00180864,0.0145,0.9958,0.0119,0.0003,0.0001,0.9958,0.0166,4.2249,4.2124,0.9958,11.4777,256.5882,0.0018,0.9958,16.0184,2.9279,2.9266
"ELM-sliding_5-net_para_{'hidden_size': (1000, False), 'activation': 0}",0.0119,,0.00183392,0.0156,0.9959,0.0118,0.0003,0.0001,0.9958,0.0165,4.1669,4.1935,0.9959,11.3846,255.1368,0.0018,0.9958,15.973,2.891,2.9064
"ELM-sliding_2-net_para_{'hidden_size': (5000, False), 'activation': 0}",0.0048,,0.00127792,0.0073,0.9958,0.0119,0.0003,0.0001,0.9958,0.0166,4.2234,4.2113,0.9958,11.4784,256.5431,0.0018,0.9958,16.017,2.9274,2.9262
"ELM-sliding_3-net_para_{'hidden_size': (5000, False), 'activation': 0}",0.0067,,0.00137806,0.0095,0.9958,0.0119,0.0003,0.0001,0.9958,0.0166,4.2249,4.2124,0.9958,11.4777,256.5882,0.0018,0.9958,16.0184,2.9279,2.9266
"ELM-sliding_5-net_para_{'hidden_size': (5000, False), 'activation': 0}",0.0115,,0.001688,0.0149,0.9959,0.0117,0.0003,0.0001,0.9959,0.0163,4.1699,4.1561,0.9959,11.2527,247.8772,0.0018,0.9959,15.7441,2.8826,2.8805
