model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"DE_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",31.4496,0.3145,0.001537,31.4526,0.9955,0.0114,0.0003,0.0001,0.9955,0.016,4.2565,4.2478,0.9955,11.0033,237.322,0.0017,0.9955,15.4053,2.9264,2.9274
"PSO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",29.0498,0.2905,0.002411,29.0532,0.9955,0.0114,0.0003,0.0001,0.9955,0.016,4.2507,4.244,0.9955,11.0188,237.8569,0.0017,0.9955,15.4226,2.9227,2.9249
"GA_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",30.8718,0.3087,0.001965,30.8756,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2692,4.2617,0.9956,11.0134,235.7377,0.0017,0.9956,15.3538,2.9308,2.9333
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",12.3554,0.1236,0.00141,12.358,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2505,4.2436,0.9955,11.0013,237.0926,0.0017,0.9955,15.3978,2.9225,2.9241
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",23.0068,0.2301,0.003065,23.0121,0.9956,0.0113,0.0003,0.0001,0.9956,0.0159,4.2138,4.2089,0.9956,10.9375,234.6303,0.0017,0.9956,15.3176,2.9008,2.903
"DE_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",68.856,0.6886,0.002979,68.8614,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.2032,4.1968,0.9956,10.8839,232.764,0.0017,0.9956,15.2566,2.8898,2.8917
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",30.8225,0.3082,0.002046,30.8259,0.9955,0.0114,0.0003,0.0001,0.9955,0.016,4.2536,4.2426,0.9955,11.0272,238.0622,0.0017,0.9955,15.4293,2.9248,2.9252
"PSO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",68.5669,0.6857,0.003767,68.5728,0.9957,0.0112,0.0002,0.0001,0.9957,0.0156,4.1668,4.1634,0.9957,10.7966,227.8064,0.0017,0.9957,15.0933,2.8662,2.869
"GA_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",67.2295,0.6723,0.003027,67.2348,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.194,4.1882,0.9956,10.9001,233.6528,0.0017,0.9956,15.2857,2.8879,2.8895
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",37.3243,0.3732,0.002139,37.3276,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2476,4.242,0.9955,11.0037,236.7312,0.0017,0.9955,15.3861,2.92,2.9228
