model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"WOA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",61.7749,0.6177,0.001072,61.778,0.6638,0.0038,0.0,0.0,0.6638,0.0059,14.9331,14.8488,0.6638,0.0207,0.001,0.0006,0.6638,0.0324,9.106,9.1588
"WOA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",61.2464,0.6125,0.001946,61.2526,0.6512,0.0037,0.0,0.0,0.6508,0.006,14.9112,14.5166,0.6512,0.0205,0.0011,0.0007,0.6508,0.033,9.0558,9.0007
"WOA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",63.7517,0.6375,0.001377,63.7621,0.5148,0.0048,0.0001,0.0,0.5148,0.0071,19.0377,19.261,0.5148,0.0264,0.0015,0.0009,0.5148,0.0389,11.6437,11.6715
"WOA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",61.9241,0.6192,0.001939,61.9287,0.6447,0.0039,0.0,0.0,0.6439,0.0061,15.5129,15.4139,0.6447,0.0216,0.0011,0.0007,0.6439,0.0333,9.4979,9.4911
"WOA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",63.6202,0.6362,0.001512,63.6267,0.6444,0.004,0.0,0.0,0.6431,0.0061,15.8705,15.83,0.6444,0.0221,0.0011,0.0007,0.6431,0.0334,9.719,9.7269
"WOA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",65.2773,0.6528,0.001215,65.2935,0.6652,0.0038,0.0,0.0,0.6645,0.0059,14.9878,14.6303,0.6652,0.0207,0.001,0.0006,0.6645,0.0323,9.1297,9.0764
"WOA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",62.8428,0.6284,0.001058,62.8462,0.6309,0.004,0.0,0.0,0.629,0.0062,15.9182,15.7801,0.6309,0.0222,0.0012,0.0007,0.629,0.034,9.7551,9.7364
"WOA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",63.4876,0.6349,0.001184,63.4919,0.6764,0.0038,0.0,0.0,0.6763,0.0058,15.1953,15.1499,0.6764,0.0209,0.001,0.0006,0.6763,0.0318,9.2415,9.301
"WOA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",64.6018,0.646,0.001147,64.6132,0.555,0.0046,0.0,0.0,0.5548,0.0068,18.3937,18.0155,0.555,0.0252,0.0014,0.0009,0.5548,0.0373,11.1962,11.1099
"WOA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",60.1478,0.6015,0.001941,60.1528,0.6489,0.004,0.0,0.0,0.6485,0.006,15.7879,15.6203,0.6489,0.0218,0.0011,0.0007,0.6485,0.0331,9.6291,9.6365
