model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",56.7174,0.5672,0.002372,56.7215,0.6847,0.0035,0.0,0.0,0.6804,0.0057,13.671,13.9688,0.6847,0.0195,0.001,0.0006,0.6804,0.0316,8.4098,8.601
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.9315,0.5893,0.001454,58.9384,0.6726,0.0039,0.0,0.0,0.6725,0.0058,15.4095,15.3633,0.6726,0.0213,0.001,0.0006,0.6725,0.0319,9.398,9.4498
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",62.7888,0.6279,0.001508,62.7953,0.6548,0.0039,0.0,0.0,0.6541,0.006,15.7641,15.6448,0.6548,0.0217,0.0011,0.0007,0.6541,0.0328,9.6114,9.6166
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.8007,0.578,0.001561,57.8075,0.6407,0.004,0.0,0.0,0.6403,0.0061,15.7908,16.0463,0.6407,0.0221,0.0011,0.0007,0.6403,0.0335,9.6881,9.8198
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",59.7153,0.5972,0.001412,59.7207,0.6452,0.004,0.0,0.0,0.6411,0.0061,16.0488,15.6754,0.6452,0.0222,0.0011,0.0007,0.6411,0.0334,9.801,9.7128
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",62.8179,0.6282,0.001368,62.8271,0.631,0.004,0.0,0.0,0.6303,0.0062,15.8609,15.6165,0.631,0.0219,0.0012,0.0007,0.6303,0.034,9.678,9.6404
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.2333,0.5723,0.001884,57.2369,0.6511,0.004,0.0,0.0,0.6511,0.006,15.6478,15.6351,0.6511,0.0218,0.0011,0.0007,0.6511,0.033,9.5741,9.628
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.8901,0.5889,0.002253,58.8975,0.6657,0.0039,0.0,0.0,0.6634,0.0059,15.4587,15.2069,0.6657,0.0214,0.001,0.0006,0.6634,0.0324,9.4336,9.3948
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",63.6873,0.6369,0.001786,63.698,0.6165,0.0041,0.0,0.0,0.6163,0.0063,16.3241,16.2068,0.6165,0.0227,0.0012,0.0007,0.6163,0.0346,10.0047,9.9829
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.1189,0.5712,0.001114,57.1217,0.6902,0.0036,0.0,0.0,0.687,0.0057,13.9657,14.3316,0.6902,0.0198,0.001,0.0006,0.687,0.0312,8.5884,8.7901
