"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",639.1742,0.6392,2.42363787,641.6015,0.7149,0.0037,0.0,0.0,0.7124,0.006,14.7405,14.991,0.7149,0.0205,0.0011,0.0007,0.7124,0.033,8.9544,9.1327
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1257.5753,1.2576,2.66554308,1260.246,0.7053,0.0038,0.0,0.0,0.6955,0.0062,14.7714,15.3184,0.7053,0.0207,0.0012,0.0007,0.6955,0.034,9.0039,9.301
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2396.5057,2.3965,2.78308249,2399.3017,0.7063,0.0045,0.0,0.0,0.6673,0.0065,19.3693,17.5303,0.7063,0.0249,0.0013,0.0008,0.6673,0.0355,11.4365,10.9097
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",677.3967,0.6774,5.47420049,682.8754,0.7167,0.0037,0.0,0.0,0.7155,0.006,14.8656,15.027,0.7167,0.0206,0.0011,0.0007,0.7155,0.0328,9.0208,9.1674
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1371.5258,1.3715,7.13377786,1378.6657,0.7103,0.0038,0.0,0.0,0.7096,0.006,15.3066,14.8068,0.7103,0.0207,0.0011,0.0007,0.7096,0.0332,9.1711,9.1227
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2555.9437,2.5559,6.19482517,2562.1519,0.705,0.004,0.0,0.0,0.6958,0.0062,16.7364,15.7369,0.705,0.0222,0.0012,0.0007,0.6958,0.034,9.9734,9.7409
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",847.9156,0.8479,12.23339868,860.1524,0.7179,0.0038,0.0,0.0,0.7164,0.006,15.5606,15.0683,0.7179,0.021,0.0011,0.0007,0.7164,0.0328,9.3431,9.2784
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1740.5757,1.7406,11.59012532,1752.1693,0.7038,0.0038,0.0,0.0,0.6901,0.0062,14.863,15.5423,0.7038,0.0209,0.0012,0.0007,0.6901,0.0343,9.0769,9.4186
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2494.9804,2.495,12.83067489,2507.8218,0.7035,0.0042,0.0,0.0,0.6879,0.0063,17.3357,16.1346,0.7035,0.0229,0.0012,0.0007,0.6879,0.0344,10.3159,10.0076
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",970.6535,0.9707,17.49456406,988.15,0.7179,0.0042,0.0,0.0,0.7008,0.0061,17.3715,16.1742,0.7179,0.0229,0.0011,0.0007,0.7008,0.0337,10.3418,10.0257
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1694.7883,1.6948,17.88764834,1712.6849,0.7034,0.0038,0.0,0.0,0.7033,0.0061,15.1226,14.9727,0.7034,0.0208,0.0011,0.0007,0.7033,0.0335,9.134,9.1898
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2963.878,2.9639,19.27036262,2983.1585,0.7051,0.0038,0.0,0.0,0.6926,0.0062,14.7651,15.4085,0.7051,0.0208,0.0012,0.0007,0.6926,0.0341,9.0149,9.3443
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1031.0416,1.031,22.60259414,1053.6462,0.711,0.0038,0.0,0.0,0.7076,0.0061,14.8752,15.2402,0.711,0.0207,0.0011,0.0007,0.7076,0.0333,9.057,9.2633
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1729.4221,1.7294,23.78743219,1753.2142,0.7096,0.0039,0.0,0.0,0.7053,0.0061,16.0599,15.2951,0.7096,0.0215,0.0011,0.0007,0.7053,0.0334,9.5888,9.444
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3329.2442,3.3292,26.6146419,3355.8674,0.6996,0.004,0.0,0.0,0.6944,0.0062,16.252,15.4621,0.6996,0.0218,0.0012,0.0007,0.6944,0.034,9.7319,9.5637
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1037.0733,1.0371,30.4475255,1067.5235,0.7194,0.0043,0.0,0.0,0.6918,0.0062,18.1011,16.6436,0.7194,0.0236,0.0012,0.0007,0.6918,0.0342,10.7528,10.3403
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2154.0617,2.1541,37.08758879,2191.1609,0.7058,0.005,0.0,0.0,0.6291,0.0068,21.7996,19.213,0.7058,0.0275,0.0014,0.0009,0.6291,0.0375,12.8067,12.0127
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3365.7145,3.3657,30.61204267,3396.3415,0.7087,0.0061,0.0001,0.0001,0.5314,0.0077,27.5635,23.3962,0.7087,0.0338,0.0018,0.0011,0.5314,0.0422,16.0836,14.7304
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1284.8024,1.2848,44.07471442,1328.8789,0.7136,0.0042,0.0,0.0,0.6946,0.0062,17.563,16.3254,0.7136,0.0231,0.0012,0.0007,0.6946,0.034,10.4638,10.1282
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2548.5243,2.5485,41.78693962,2590.3163,0.7054,0.0039,0.0,0.0,0.7032,0.0061,15.8516,15.2624,0.7054,0.0214,0.0011,0.0007,0.7032,0.0335,9.5027,9.4119
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3235.2821,3.2353,37.7276783,3273.0268,0.7054,0.0045,0.0,0.0,0.6687,0.0064,19.1143,17.3188,0.7054,0.0246,0.0013,0.0008,0.6687,0.0354,11.2919,10.7791
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1690.9102,1.6909,49.4339354,1740.3466,0.7092,0.0039,0.0,0.0,0.7066,0.0061,15.798,15.276,0.7092,0.0214,0.0011,0.0007,0.7066,0.0333,9.5133,9.4186
