model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",17.4996,0.175,0.000989,17.5016,0.9493,0.0128,0.0021,0.0007,0.9473,0.0453,5.0285,5.1728,0.9493,13.7176,2362.8141,0.0064,0.9473,48.6088,4.7142,4.8582
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",38.3104,0.3831,0.001687,38.3133,0.9907,0.0071,0.0004,0.0001,0.9907,0.0191,4.1257,4.1204,0.9907,7.6593,418.8493,0.003,0.9907,20.4658,3.8488,3.8398
"TWO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",137.3702,1.3737,0.003203,137.3755,0.5749,0.0262,0.0169,0.0034,0.5648,0.1301,6.6564,5.744,0.5749,28.1759,19519.8044,0.0151,0.5648,139.7133,6.3618,5.4623
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",19.2816,0.1928,0.001289,19.2848,0.9322,0.0138,0.0027,0.001,0.9301,0.0522,5.2515,5.4412,0.9322,14.7772,3135.6262,0.0083,0.9301,55.9967,4.924,5.1139
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",39.0857,0.3909,0.001907,39.0892,0.989,0.0074,0.0004,0.0002,0.989,0.0207,4.3074,4.3143,0.989,7.9418,495.5175,0.0032,0.989,22.2602,4.01,4.0127
"TWO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",155.3307,1.5533,0.003613,155.336,0.5323,0.0214,0.0184,0.0028,0.5281,0.1355,5.8921,5.3103,0.5323,22.9245,21163.4618,0.0126,0.5281,145.4767,5.6016,5.0227
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",18.6085,0.1861,0.001587,18.6112,0.9591,0.0122,0.0017,0.0006,0.9576,0.0406,5.208,5.3071,0.9591,13.1343,1903.6183,0.006,0.9576,43.6305,4.8715,4.9713
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",38.4813,0.3848,0.001517,38.4851,0.9434,0.013,0.0023,0.0008,0.9417,0.0476,4.7945,4.9603,0.9434,14.0085,2616.487,0.0071,0.9417,51.1516,4.5145,4.6797
"TWO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",144.0843,1.4408,0.00352,144.0894,0.9701,0.0111,0.0012,0.0004,0.9696,0.0344,4.6445,4.6845,0.9701,11.9377,1365.2153,0.0051,0.9696,36.9488,4.3688,4.409
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",19.0742,0.1907,0.000945,19.0761,0.9294,0.0142,0.0028,0.001,0.9268,0.0534,5.2849,5.5053,0.9294,15.2467,3281.2972,0.0085,0.9268,57.2826,4.9604,5.1777
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",38.9987,0.39,0.001625,39.0016,0.9659,0.0103,0.0013,0.0004,0.9659,0.0364,4.4851,4.4367,0.9659,11.071,1529.9031,0.0044,0.9659,39.114,4.2096,4.1631
"TWO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",151.4073,1.5141,0.00361,151.4124,-11.1293,0.1099,0.482,0.0323,-11.385,0.6943,16.9266,8.4942,-11.1293,118.0205,555471.799,0.1009,-11.385,745.2998,16.5633,8.2094
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",16.679,0.1668,0.000981,16.6809,-2174652855.5892,578.9143,84966400.3206,0.0723,-2183246435.6086,9217.7221,67300.3077,7.7367,-2174652855.5892,621477.7984,97919666674631.31,0.4659,-2183246435.6086,9895436.6591,66872.4454,7.4303
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",35.9803,0.3598,0.001513,35.9828,0.9868,0.0081,0.0005,0.0002,0.9865,0.0229,4.3076,4.3536,0.9868,8.6463,604.6394,0.0036,0.9865,24.5894,4.0174,4.0596
"TWO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",141.5163,1.4152,0.0033,141.521,0.8713,0.0155,0.005,0.0013,0.8705,0.071,5.3993,5.5354,0.8713,16.687,5809.7907,0.071,0.8705,76.222,5.1047,5.2346
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",15.9682,0.1597,0.000927,15.97,0.9624,0.0113,0.0015,0.0005,0.961,0.0389,5.1066,5.2459,0.9624,12.0845,1748.3174,0.0056,0.961,41.8129,4.7621,4.89
