model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",42.1497,0.4215,0.000901,42.1516,-6.2569,0.0777,0.2876,0.0079,-6.3894,0.5363,12.4052,8.2915,-6.2569,83.391,331417.4052,0.9089,-6.3894,575.6886,12.053,7.9914
"DE_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",92.4651,0.9247,0.00155,92.4677,0.9231,0.0128,0.003,0.0007,0.9229,0.0548,4.9586,4.8295,0.9231,13.7767,3458.0482,0.0055,0.9229,58.8052,4.6651,4.5385
"DE_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",348.9733,3.4897,0.003619,348.9781,-98.4524,0.2191,3.9129,0.0637,-99.5429,1.9781,29.447,8.0661,-98.4524,235.2494,4509397.5104,0.1652,-99.5429,2123.5342,29.0006,7.7825
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",42.2687,0.4227,0.000927,42.2708,0.9728,0.0105,0.0011,0.0004,0.9719,0.0331,4.919,4.9881,0.9728,11.3209,1261.8505,0.0046,0.9719,35.5225,4.5893,4.6573
"DE_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",93.3734,0.9337,0.001546,93.376,0.973,0.0114,0.0011,0.0004,0.9722,0.0329,4.682,4.7572,0.973,12.2531,1248.9045,0.0049,0.9722,35.3398,4.4004,4.4755
"DE_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",347.2885,3.4729,0.00352,347.2933,-0.1023,0.029,0.0434,0.0044,-0.1145,0.2083,6.9452,7.0209,-0.1023,31.1157,49986.9475,0.3934,-0.1145,223.5776,6.6417,6.7137
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",43.4632,0.4346,0.001068,43.4655,0.9656,0.0111,0.0014,0.0005,0.9644,0.0372,4.967,5.0486,0.9656,11.8988,1594.7652,0.0052,0.9644,39.9345,4.638,4.7201
"DE_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",95.4194,0.9542,0.001623,95.4219,0.9788,0.0097,0.0008,0.0003,0.9783,0.0291,4.4133,4.4772,0.9788,10.4133,974.2204,0.0039,0.9783,31.2125,4.1383,4.1982
"DE_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",353.4915,3.5349,0.003541,353.4967,0.9444,0.0117,0.0022,0.0007,0.9443,0.0466,4.7796,4.8659,0.9444,12.5692,2498.0096,0.0651,0.9443,49.9801,4.5018,4.5913
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",43.6742,0.4367,0.000916,43.6761,0.9246,0.0138,0.003,0.0011,0.9225,0.0549,5.2406,5.4587,0.9246,14.8343,3477.135,0.0094,0.9225,58.9672,4.9154,5.1323
