model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"GA_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",15.3996,0.154,0.001121,15.4017,-9.3429,0.0526,0.4049,0.0028,-9.403,0.6363,9.7588,6.272,-9.3429,56.504,466581.6326,0.258,-9.403,683.0678,9.3783,5.9192
"GA_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",34.6416,0.3464,0.00149,34.6449,0.9592,0.0126,0.0016,0.0006,0.9577,0.0406,4.8346,4.9833,0.9592,13.5477,1898.2912,0.0066,0.9577,43.5694,4.5501,4.6954
"GA_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",135.1605,1.3516,0.00348,135.1655,0.8883,0.0139,0.0044,0.001,0.8878,0.0661,5.0153,4.8221,0.8883,14.9471,5032.6175,0.0068,0.8878,70.9409,4.7327,4.5396
"GA_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",15.6756,0.1568,0.001113,15.6777,0.955,0.0129,0.0018,0.0006,0.9529,0.0428,4.8133,4.9329,0.955,13.8719,2114.4512,0.0059,0.9529,45.9832,4.5326,4.6501
"GA_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",35.2347,0.3523,0.001608,35.2383,0.931,0.0109,0.0027,0.0006,0.9306,0.052,4.562,4.4442,0.931,11.6858,3113.7448,0.0047,0.9306,55.8009,4.2803,4.1602
"GA_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",145.5603,1.4556,0.003553,145.5656,-83.3215,0.1712,3.3074,0.0484,-83.9857,1.8186,23.3926,6.6863,-83.3215,183.8156,3811650.0816,0.0919,-83.9857,1952.3448,22.99,6.4026
"GA_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",15.5561,0.1556,0.000983,15.5582,0.9446,0.0131,0.0022,0.0008,0.9424,0.0474,5.0529,5.2244,0.9446,14.02,2584.3332,0.0069,0.9424,50.8363,4.7395,4.9081
"GA_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",35.7583,0.3576,0.001575,35.7613,0.9855,0.0086,0.0006,0.0002,0.9853,0.0239,4.335,4.3467,0.9855,9.2284,657.1025,0.0035,0.9853,25.634,4.0526,4.0649
"GA_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",156.1971,1.562,0.004674,156.2033,0.9507,0.0109,0.0019,0.0006,0.9507,0.0438,4.6828,4.6978,0.9507,11.7073,2213.1898,0.0115,0.9507,47.0446,4.4079,4.4158
"GA_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",15.7383,0.1574,0.001182,15.7404,0.9577,0.0117,0.0017,0.0006,0.9562,0.0413,4.9836,5.1078,0.9577,12.5891,1966.2089,0.0057,0.9562,44.342,4.6615,4.7828
