model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",4.8998,0.049,0.001583,4.9024,0.9852,0.0084,0.0006,0.0002,0.9847,0.0244,4.1217,4.1534,0.9852,8.9835,687.8843,0.003,0.9847,26.2275,3.8504,3.8812
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",15.7282,0.1573,0.001729,15.7313,0.9911,0.0076,0.0004,0.0001,0.991,0.0187,4.4273,4.4436,0.9911,8.1262,404.8582,0.0032,0.991,20.1211,4.1174,4.1323
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",61.9705,0.6197,0.003529,61.9758,-153.573,0.1715,6.0396,0.0428,-154.1892,2.4576,24.1223,7.5203,-153.573,184.1482,6960309.9124,0.09,-154.1892,2638.2399,23.7105,7.2281
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",10.3733,0.1037,0.001827,10.3763,0.948,0.0126,0.0021,0.0007,0.9462,0.0458,4.8351,4.9705,0.948,13.5283,2414.666,0.0063,0.9462,49.1393,4.5381,4.6748
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",25.7199,0.2572,0.001963,25.7234,0.9875,0.0088,0.0005,0.0002,0.9871,0.0224,4.3685,4.402,0.9875,9.434,576.6905,0.0032,0.9871,24.0144,4.0855,4.1155
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",64.237,0.6424,0.003378,64.2429,0.7308,0.0198,0.0106,0.0021,0.728,0.1029,5.8233,5.4191,0.7308,21.3023,12197.3739,0.0124,0.728,110.4417,5.5297,5.1282
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",4.7119,0.0471,0.000921,4.7139,0.9506,0.012,0.002,0.0007,0.9488,0.0447,4.9805,5.1362,0.9506,12.908,2298.4199,0.0065,0.9488,47.9418,4.6613,4.8137
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",22.0828,0.2208,0.002058,22.0862,0.8483,0.0151,0.006,0.0013,0.846,0.0774,5.0499,4.747,0.8483,16.2265,6907.0485,0.0067,0.846,83.1087,4.7615,4.4651
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",41.4036,0.414,0.003754,41.4096,0.3727,0.0257,0.0244,0.0037,0.3726,0.1563,6.4608,6.0736,0.3727,27.6387,28138.2343,0.1916,0.3726,167.7446,6.1604,5.7825
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",8.5087,0.0851,0.001486,8.5111,0.9421,0.0116,0.0023,0.0007,0.9408,0.048,5.0832,5.2027,0.9421,12.4053,2653.3462,0.038,0.9408,51.5106,4.7491,4.8697
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",12.7419,0.1274,0.002138,12.7458,-3.259,0.0389,0.1668,0.0034,-3.2871,0.4085,8.0868,6.011,-3.259,41.813,192279.4225,0.3431,-3.2871,438.4968,7.7551,5.7013
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",56.7863,0.5679,0.003312,56.7931,-8.4057,0.0586,0.3673,0.0037,-8.4374,0.606,10.5077,6.3232,-8.4057,62.905,423273.5544,0.3196,-8.4374,650.5948,10.1929,6.0488
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",6.5426,0.0654,0.000991,6.5445,0.9593,0.0101,0.0016,0.0006,0.9583,0.0403,4.7773,4.9048,0.9593,10.8047,1868.6923,0.0069,0.9583,43.2284,4.4559,4.5806
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",11.4558,0.1146,0.001795,11.4585,0.2985,0.0185,0.0273,0.0029,0.2976,0.1653,5.5493,4.9904,0.2985,19.8996,31503.9139,0.0103,0.2976,177.4934,5.2417,4.6826
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",50.3091,0.5031,0.003585,50.3143,0.5581,0.0249,0.0174,0.0034,0.5519,0.1321,6.6021,5.8591,0.5581,26.7685,20096.9768,0.0743,0.5519,141.7638,6.3085,5.5783
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",6.7704,0.0677,0.001063,6.7733,0.9338,0.0141,0.0027,0.001,0.9314,0.0517,5.2342,5.4501,0.9338,15.1045,3078.0742,0.0083,0.9314,55.4804,4.9167,5.1294
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",18.402,0.184,0.001829,18.4053,0.991,0.0073,0.0004,0.0001,0.991,0.0187,4.1467,4.1466,0.991,7.8735,404.4389,0.003,0.991,20.1107,3.8637,3.8641
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",44.1762,0.4418,0.007793,44.1863,0.7989,0.0175,0.0079,0.0016,0.7963,0.089,5.3697,4.9856,0.7989,18.7451,9137.8005,0.0082,0.7963,95.5918,5.0886,4.7093
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",8.1422,0.0814,0.001216,8.1445,0.962,0.0112,0.0015,0.0005,0.9607,0.0391,4.8981,4.991,0.962,12.0675,1760.6441,0.0053,0.9607,41.96,4.578,4.6716
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",17.9192,0.1792,0.002132,17.9237,0.9326,0.0145,0.0027,0.001,0.9303,0.0521,4.9813,5.2206,0.9326,15.5807,3127.6514,0.0089,0.9303,55.9254,4.7042,4.9405
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",29.9845,0.2998,0.00361,29.9901,0.8529,0.0153,0.0057,0.0013,0.8529,0.0757,5.322,5.1773,0.8529,16.3714,6596.4941,0.0095,0.8529,81.2188,5.0263,4.884
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",6.2168,0.0622,0.001443,6.2194,0.8905,0.0148,0.0044,0.0017,0.8877,0.0661,5.2315,5.6022,0.8905,15.9026,5035.0196,0.0175,0.8877,70.9579,4.9171,5.2822
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",12.6938,0.1269,0.002252,12.6972,-66.2589,0.1483,2.6382,0.0059,-66.7885,1.6242,20.5238,6.9961,-66.2589,159.2308,3040349.3951,0.6699,-66.7885,1743.6598,20.1503,6.7266
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",76.1977,0.762,0.003916,76.2038,0.7565,0.0188,0.0096,0.0019,0.7535,0.098,5.4206,5.002,0.7565,20.1555,11057.6215,0.0089,0.7535,105.1552,5.1439,4.729
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",6.3716,0.0637,0.00084,6.3733,0.9564,0.0119,0.0018,0.0006,0.9547,0.042,4.902,5.0256,0.9564,12.8183,2031.5453,0.0057,0.9547,45.0727,4.5901,4.7125
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",5.6403,0.0564,0.00392,5.6451,0.9796,0.0097,0.0008,0.0003,0.9791,0.0285,4.3741,4.4446,0.9796,10.4371,936.5413,0.0047,0.9791,30.603,4.1045,4.1744
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",73.4703,0.7347,0.003685,73.4816,0.2442,0.0269,0.0298,0.0045,0.2346,0.1726,6.7719,5.6417,0.2442,28.9235,34329.6865,0.0166,0.2346,185.2827,6.4575,5.3448
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",8.2023,0.082,0.001563,8.2048,0.9694,0.0106,0.0012,0.0004,0.9683,0.0351,4.7308,4.8006,0.9694,11.346,1420.0315,0.0045,0.9683,37.6833,4.4183,4.4887
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",21.389,0.2139,0.001942,21.3927,0.9768,0.0097,0.0009,0.0003,0.9761,0.0305,4.3642,4.481,0.9768,10.463,1071.5561,0.0071,0.9761,32.7346,4.0932,4.2048
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",50.1953,0.502,0.004642,50.202,-19091.8197,2.2437,745.8465,0.0897,-19163.8305,27.3102,264.7287,10.123,-19091.8197,2408.6113,859551987.1555,0.5545,-19163.8305,29318.117,262.7603,9.8191
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",7.7431,0.0774,0.001065,7.7454,0.9542,0.012,0.0018,0.0006,0.9525,0.043,4.7812,4.9015,0.9542,12.9192,2128.9543,0.0058,0.9525,46.1406,4.4822,4.6028
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",19.501,0.195,0.001826,19.5039,0.8796,0.0154,0.0047,0.0012,0.8783,0.0688,5.125,4.9013,0.8796,16.4931,5456.13,0.007,0.8783,73.8656,4.8345,4.6141
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",57.4779,0.5748,0.003422,57.4836,0.4193,0.0212,0.0227,0.003,0.4159,0.1508,5.834,5.1886,0.4193,22.7554,26195.3132,0.012,0.4159,161.8497,5.5484,4.9114
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",5.1843,0.0518,0.000885,5.1862,0.953,0.0124,0.0019,0.0007,0.9512,0.0436,5.1306,5.2677,0.953,13.258,2188.5482,0.0064,0.9512,46.7819,4.7995,4.9355
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",15.1113,0.1511,0.001734,15.1146,0.9843,0.0079,0.0006,0.0002,0.9843,0.0247,4.1315,4.0974,0.9843,8.4698,704.0728,0.003,0.9843,26.5344,3.8578,3.825
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",51.2903,0.5129,0.003726,51.296,0.9627,0.0111,0.0015,0.0006,0.9623,0.0383,4.6638,4.8033,0.9627,11.9698,1688.8096,0.0075,0.9623,41.0951,4.3855,4.521
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",7.7698,0.0777,0.001121,7.7729,0.9082,0.0134,0.0036,0.0011,0.9076,0.06,4.9819,5.0546,0.9082,14.3754,4143.3378,0.0082,0.9076,64.3688,4.6788,4.7508
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",20.0893,0.2009,0.001709,20.0923,0.9866,0.0078,0.0005,0.0002,0.9866,0.0228,4.1661,4.1263,0.9866,8.4178,600.1414,0.0033,0.9866,24.4978,3.8942,3.8561
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",41.9677,0.4197,0.003427,41.9733,0.8844,0.0141,0.0046,0.0019,0.8823,0.0677,5.041,5.5099,0.8844,15.1596,5276.6955,0.1194,0.8823,72.6409,4.7547,5.2193
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",10.2943,0.1029,0.000962,10.2964,0.9861,0.0085,0.0005,0.0002,0.9859,0.0234,4.4584,4.4663,0.9861,9.0823,632.258,0.0032,0.9859,25.1447,4.1532,4.161
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",15.4239,0.1542,0.001845,15.427,-1.0198,0.0306,0.0789,0.0065,-1.0272,0.2809,7.2178,5.7043,-1.0198,32.9,90919.4745,0.0193,-1.0272,301.5286,6.8845,5.3827
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",52.5655,0.5257,0.003608,52.5715,-68.8019,0.1749,2.7458,0.0113,-69.5554,1.6571,23.8325,11.4472,-68.8019,187.7739,3164442.7693,1.3464,-69.5554,1778.8881,23.4336,11.1565
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",11.3676,0.1137,0.001777,11.3707,0.9861,0.0086,0.0006,0.0002,0.9856,0.0237,4.3678,4.3924,0.9861,9.2699,647.9598,0.0032,0.9856,25.4551,4.0732,4.0983
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",14.0904,0.1409,0.001738,14.0947,0.991,0.0071,0.0004,0.0001,0.991,0.0187,4.215,4.1891,0.991,7.631,403.7382,0.0031,0.991,20.0932,3.9232,3.9004
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",70.762,0.7076,0.003514,70.7685,-115.191,0.2748,4.592,0.0827,-116.9921,2.1429,36.4339,8.6803,-115.191,294.9771,5292001.9247,0.1656,-116.9921,2300.4352,35.9348,8.3854
