model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"PSO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",95.9686,0.9597,0.00176,95.9716,0.9651,0.0101,0.0014,0.0004,0.9651,0.0368,4.6014,4.5639,0.9651,10.8667,1563.3509,0.0039,0.9651,39.5392,4.3055,4.2651
"PSO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",342.226,3.4223,0.004036,342.2315,0.8658,0.0167,0.0052,0.0013,0.8655,0.0723,5.7094,5.5401,0.8658,17.9794,6030.9873,0.0515,0.8655,77.6594,5.4194,5.2616
"PSO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",44.758,0.4476,0.001112,44.7603,0.9772,0.0101,0.0009,0.0003,0.9763,0.0304,4.6645,4.6981,0.9772,10.8929,1064.6671,0.004,0.9763,32.6292,4.3561,4.3949
"PSO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",94.0862,0.9409,0.001515,94.089,0.986,0.0079,0.0005,0.0002,0.986,0.0233,4.366,4.3796,0.986,8.4926,626.1537,0.0033,0.986,25.0231,4.0656,4.0747
"PSO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",338.9098,3.3891,0.003459,338.9152,-0.3204,0.0389,0.0525,0.0074,-0.3487,0.2291,8.1001,8.5963,-0.3204,41.8005,60489.8625,0.7788,-0.3487,245.9469,7.7974,8.3029
"PSO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",46.0192,0.4602,0.000936,46.0214,-0.302,0.0281,0.0507,0.0059,-0.3022,0.2251,6.913,6.5088,-0.302,30.1613,58402.4754,0.0331,-0.3022,241.666,6.5747,6.1666
"PSO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",94.8238,0.9482,0.001957,94.8269,0.8278,0.0173,0.0068,0.0015,0.8244,0.0827,5.4699,5.1498,0.8278,18.5925,7874.081,0.008,0.8244,88.736,5.1671,4.8467
"PSO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",345.0879,3.4509,0.003532,345.0932,0.4592,0.0315,0.0217,0.0068,0.4417,0.1474,7.4169,8.7411,0.4592,33.8673,25040.6385,0.5469,0.4417,158.2423,7.1207,8.4436
"PSO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",45.8988,0.459,0.001161,45.9015,-0.5879,0.0306,0.0625,0.0045,-0.6067,0.2501,6.7456,6.4025,-0.5879,32.8995,72061.8405,0.4346,-0.6067,268.4434,6.4408,6.1096
"PSO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",98.6937,0.9869,0.002171,98.6972,-3689.3708,0.5926,143.9507,0.0618,-3697.8731,11.9979,69.2143,5.4568,-3689.3708,636.1248,165896261.4615,0.0896,-3697.8731,12880.0723,68.5439,5.1783
"PSO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",359.983,3.5998,0.003536,359.9882,0.4105,0.0248,0.023,0.0037,0.4089,0.1517,6.3492,6.3253,0.4105,26.6154,26511.729,0.2943,0.4089,162.8242,6.0572,6.0415
"PSO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",43.9417,0.4394,0.001122,43.9445,0.9567,0.0121,0.0017,0.0006,0.9551,0.0418,4.9283,5.0451,0.9567,12.9536,2014.0191,0.0058,0.9551,44.8778,4.6196,4.7362
"PSO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",99.5264,0.9953,0.001717,99.5294,0.8684,0.0113,0.0051,0.0015,0.8679,0.0717,4.696,4.8816,0.8684,12.1366,5926.7254,0.1135,0.8679,76.9852,4.3933,4.5834
"PSO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",368.7352,3.6874,0.003745,368.7409,0.7665,0.0186,0.0092,0.0032,0.763,0.096,5.5057,6.0738,0.7665,19.9831,10630.6071,0.1951,0.763,103.1048,5.2263,5.7951
"PSO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",43.7247,0.4372,0.000912,43.7271,0.9739,0.0102,0.001,0.0004,0.9731,0.0324,4.9593,5.0192,0.9739,11.0019,1206.2115,0.0045,0.9731,34.7306,4.6211,4.6808
"PSO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",98.1922,0.9819,0.001889,98.1951,0.9165,0.0144,0.0033,0.0013,0.9143,0.0578,4.9917,5.2143,0.9165,15.4545,3844.7612,0.0107,0.9143,62.0061,4.7064,4.9313
"PSO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",354.5391,3.5454,0.003535,354.5443,0.8104,0.0212,0.0076,0.003,0.8046,0.0872,6.0343,6.8089,0.8104,22.7203,8762.348,0.0378,0.8046,93.6074,5.7372,6.4929
"PSO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",41.1991,0.412,0.001327,41.2016,0.9573,0.0115,0.0017,0.0006,0.956,0.0414,4.761,4.8601,0.9573,12.3007,1971.7042,0.0055,0.956,44.4039,4.4574,4.5576
"PSO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",92.8877,0.9289,0.001525,92.8905,0.9702,0.0106,0.0012,0.0004,0.9693,0.0345,4.5416,4.6316,0.9702,11.3866,1374.9105,0.0045,0.9693,37.0798,4.2556,4.3433
"PSO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",335.9996,3.36,0.003613,336.0048,0.4618,0.0247,0.0209,0.0028,0.4617,0.1447,6.449,5.8917,0.4618,26.5075,24142.258,0.1051,0.4617,155.3778,6.1606,5.6118
"PSO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",40.9385,0.4094,0.000997,40.9416,0.8594,0.0159,0.0056,0.0024,0.8558,0.0749,5.4769,6.0421,0.8594,17.0285,6467.039,0.0365,0.8558,80.4179,5.1513,5.7039
"PSO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",89.3183,0.8932,0.001759,89.322,0.9424,0.012,0.0022,0.0006,0.9422,0.0474,4.8205,4.644,0.9424,12.8834,2590.8075,0.0059,0.9422,50.9,4.5381,4.3698
"PSO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",331.941,3.3194,0.003846,331.9475,0.7374,0.0163,0.0102,0.002,0.7372,0.1011,5.7091,5.2095,0.7374,17.5396,11788.0652,0.0123,0.7372,108.5729,5.4152,4.9246
"PSO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",40.8372,0.4084,0.00091,40.8403,-3.1696,0.0501,0.1643,0.0069,-3.222,0.4053,9.4439,8.1987,-3.1696,53.7467,189357.728,0.7189,-3.222,435.1525,9.0779,7.8581
"PSO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",88.4227,0.8842,0.001437,88.4253,0.8999,0.0156,0.004,0.0015,0.8969,0.0634,5.2249,5.5455,0.8999,16.7968,4625.9309,0.0123,0.8969,68.0142,4.9244,5.2405
"PSO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",332.3654,3.3237,0.004467,332.372,-63.6735,0.1373,2.5335,0.0403,-64.0998,1.5917,23.7544,6.302,-63.6735,147.3914,2919759.4472,0.0796,-64.0998,1708.7304,23.3176,6.0286
"PSO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",38.6956,0.387,0.000978,38.6979,0.6187,0.0196,0.0149,0.0036,0.6164,0.1222,5.9575,6.242,0.6187,21.0364,17206.3533,0.1611,0.6164,131.173,5.6313,5.9177
"PSO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",88.683,0.8868,0.001694,88.6859,0.4122,0.0265,0.0233,0.0038,0.4022,0.1525,6.274,5.426,0.4122,28.4157,26813.3397,0.0138,0.4022,163.7478,5.9926,5.1533
"PSO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",341.8283,3.4183,0.005621,341.8355,-7.5421,0.0332,0.3328,0.0078,-7.5509,0.5769,7.1695,5.1862,-7.5421,35.6735,383511.8674,0.0534,-7.5509,619.2833,6.8751,4.9056
