model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"OppoTwo_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",36.2416,0.3624,0.001354,36.244,0.9501,0.0126,0.002,0.0007,0.9481,0.0449,5.0394,5.1928,0.9501,13.5252,2326.6092,0.0064,0.9481,48.2349,4.7207,4.8708
"OppoTwo_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",82.5572,0.8256,0.001656,82.5603,0.9891,0.0075,0.0004,0.0002,0.9891,0.0206,4.1451,4.1185,0.9891,8.0083,490.609,0.0029,0.9891,22.1497,3.864,3.8404
"OppoTwo_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",271.7134,2.7171,0.003721,271.7192,-2.8092,0.0602,0.1513,0.0085,-2.8867,0.3889,10.6851,9.0684,-2.8092,64.6562,174319.8759,0.9755,-2.8867,417.5163,10.3592,8.7813
"OppoTwo_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",36.0521,0.3605,0.001036,36.0542,0.9466,0.0121,0.0021,0.0007,0.9461,0.0458,4.8604,4.9124,0.9466,12.9644,2417.9942,0.0057,0.9461,49.1731,4.5545,4.6076
"OppoTwo_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",76.1977,0.762,0.002859,76.2029,0.9457,0.0122,0.0021,0.0006,0.9456,0.046,4.8304,4.8111,0.9457,13.1265,2440.3135,0.0059,0.9456,49.3995,4.54,4.518
"OppoTwo_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",271.7902,2.7179,0.00351,271.7965,0.948,0.0114,0.002,0.0006,0.9479,0.045,4.8427,4.7924,0.948,12.2222,2334.5007,0.0069,0.9479,48.3167,4.5527,4.5035
"OppoTwo_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",35.5003,0.355,0.001024,35.5024,0.7924,0.015,0.0082,0.002,0.7894,0.0905,5.3606,5.6137,0.7924,16.0495,9444.536,0.1835,0.7894,97.183,5.0321,5.2907
"OppoTwo_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",74.9873,0.7499,0.001907,74.9904,-40.4138,0.0996,1.6204,0.0286,-40.6357,1.2729,14.767,5.3089,-40.4138,106.8803,1867379.377,0.0525,-40.6357,1366.5209,14.4075,5.0207
"OppoTwo_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",269.4134,2.6941,0.00363,269.4236,0.9655,0.0113,0.0013,0.0006,0.9653,0.0367,4.771,4.8985,0.9655,12.1155,1554.1111,0.037,0.9653,39.4222,4.4907,4.6159
"OppoTwo_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",32.8714,0.3287,0.001024,32.8734,0.9731,0.0101,0.0011,0.0004,0.9724,0.0328,4.6848,4.7531,0.9731,10.8655,1238.5637,0.0045,0.9724,35.1932,4.3767,4.4444
"OppoTwo_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",71.1133,0.7111,0.002036,71.1169,0.9676,0.0098,0.0013,0.0004,0.9675,0.0355,4.3966,4.3247,0.9676,10.561,1456.1479,0.0041,0.9675,38.1595,4.1244,4.0543
"OppoTwo_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",272.9791,2.7298,0.003519,272.9846,-12.92,0.0956,0.5492,0.0278,-13.1131,0.7411,14.3638,7.1763,-12.92,102.6817,632981.2876,0.0634,-13.1131,795.6012,14.0195,6.8871
"OppoTwo_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",33.1698,0.3317,0.001119,33.1718,0.9342,0.015,0.0027,0.001,0.9313,0.0517,5.4656,5.6866,0.9342,16.0529,3082.0203,0.0083,0.9313,55.5159,5.1375,5.3559
"OppoTwo_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",69.6905,0.6969,0.001608,69.6935,0.5463,0.0247,0.0181,0.0049,0.5357,0.1344,6.1879,7.0378,0.5463,26.5626,20823.4882,0.3476,0.5357,144.3035,5.8935,6.7417
"OppoTwo_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",273.4796,2.7348,0.003541,273.4845,0.9204,0.0133,0.0031,0.0008,0.9203,0.0557,4.9921,4.9052,0.9204,14.2388,3573.8158,0.0079,0.9203,59.7814,4.7079,4.6207
"OppoTwo_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",33.6605,0.3366,0.001153,33.6625,0.9449,0.0131,0.0022,0.0008,0.943,0.0471,5.1269,5.2775,0.9449,14.0203,2555.5371,0.0069,0.943,50.5523,4.8066,4.957
"OppoTwo_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",70.5279,0.7053,0.001954,70.5311,0.9212,0.0116,0.0031,0.0007,0.9203,0.0557,4.7696,4.5789,0.9212,12.4517,3574.9037,0.005,0.9203,59.7905,4.4673,4.2858
"OppoTwo_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",272.0987,2.721,0.003349,272.1044,0.8021,0.0196,0.0078,0.0024,0.799,0.0885,5.9459,6.2163,0.8021,21.0756,9017.1891,0.0239,0.799,94.9589,5.6497,5.917
"OppoTwo_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",32.2515,0.3225,0.001168,32.2536,0.9396,0.0134,0.0024,0.0009,0.9375,0.0493,5.0833,5.2598,0.9396,14.3916,2802.2821,0.0074,0.9375,52.9366,4.7704,4.9454
