model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"ELM-sliding_2-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0077,,0.0011723,0.0099,0.9974,0.0067,0.0001,0,0.9971,0.0093,2.2104,2.2343,0.9974,8.0957,124.0979,0.0004,0.9971,11.1399,1.5324,1.5436
"ELM-sliding_2-net_para_{'hidden_size': (10, False), 'activation': 0}",0.009,,0.00134063,0.0115,0.9974,0.0063,0.0001,0,0.9974,0.0087,2.0909,2.0909,0.9974,7.6257,110.4865,0.0004,0.9974,10.5113,1.449,1.4498
"ELM-sliding_2-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0071,,0.00117135,0.0095,0.9974,0.0063,0.0001,0,0.9974,0.0087,2.0909,2.0909,0.9974,7.6257,110.4865,0.0004,0.9974,10.5113,1.449,1.4498
"ELM-sliding_2-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0076,,0.0011251,0.0098,0.9973,0.0085,0.0001,0.0001,0.996,0.0108,2.9221,2.8656,0.9973,10.2453,168.2704,0.0006,0.996,12.9719,2.0018,1.9778
"ELM-sliding_2-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0072,,0.00111151,0.0096,0.9974,0.0063,0.0001,0,0.9974,0.0087,2.0909,2.0909,0.9974,7.6257,110.4865,0.0004,0.9974,10.5113,1.449,1.4498
"ELM-sliding_2-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0076,,0.00115514,0.0099,0.9974,0.0063,0.0001,0,0.9974,0.0087,2.0909,2.0909,0.9974,7.6257,110.4865,0.0004,0.9974,10.5113,1.449,1.4498
"ELM-sliding_2-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0071,,0.00107932,0.0093,0.9974,0.0063,0.0001,0,0.9974,0.0087,2.0909,2.0909,0.9974,7.6257,110.4865,0.0004,0.9974,10.5113,1.449,1.4498
"ELM-sliding_2-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0079,,0.00143719,0.0105,0.9974,0.0064,0.0001,0,0.9973,0.0089,2.1009,2.1122,0.9974,7.6805,113.0873,0.0004,0.9973,10.6343,1.4565,1.462
"ELM-sliding_2-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0075,,0.00116229,0.0098,0.9974,0.0063,0.0001,0,0.9974,0.0087,2.0909,2.0909,0.9974,7.6257,110.4865,0.0004,0.9974,10.5113,1.449,1.4498
"ELM-sliding_2-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0094,,0.00127983,0.012,0.9974,0.0067,0.0001,0,0.9971,0.0092,2.1846,2.2061,0.9974,8.0173,122.212,0.0004,0.9971,11.055,1.5155,1.5258
