model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",35.0448,0.3504,0.001773,35.0478,0.9975,0.0065,0.0001,0,0.9975,0.0089,2.0052,2.0058,0.9975,7.7664,114.3095,0.0004,0.9975,10.6916,1.4132,1.4142
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",32.9398,0.3294,0.002001,32.9431,0.9975,0.0065,0.0001,0,0.9975,0.0089,2.0072,2.0086,0.9975,7.7837,114.863,0.0004,0.9975,10.7174,1.4156,1.4169
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",33.753,0.3375,0.001812,33.7561,0.9975,0.0064,0.0001,0,0.9975,0.0089,1.9957,1.9966,0.9975,7.7427,113.6997,0.0004,0.9975,10.663,1.4072,1.4084
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",36.3128,0.3631,0.001786,36.3159,0.9975,0.0065,0.0001,0,0.9975,0.0089,2.007,2.0091,0.9975,7.7703,114.3752,0.0004,0.9975,10.6946,1.415,1.4165
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",33.373,0.3337,0.00203,33.3765,0.9975,0.0065,0.0001,0,0.9975,0.0089,2.0113,2.0132,0.9975,7.7919,115.0039,0.0004,0.9975,10.724,1.4183,1.4197
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",33.5694,0.3357,0.001865,33.5725,0.9975,0.0065,0.0001,0,0.9975,0.009,2.0163,2.0192,0.9975,7.8152,115.8256,0.0004,0.9975,10.7622,1.4224,1.4241
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",37.368,0.3737,0.001864,37.3713,0.9975,0.0065,0.0001,0,0.9975,0.0089,2.0108,2.0126,0.9975,7.7875,114.9225,0.0004,0.9975,10.7202,1.4177,1.4192
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",35.2014,0.352,0.001933,35.2047,0.9975,0.0065,0.0001,0,0.9975,0.0089,2.0078,2.0094,0.9975,7.7844,115.014,0.0004,0.9975,10.7245,1.416,1.4173
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",34.1728,0.3417,0.001653,34.1758,0.9974,0.0065,0.0001,0,0.9974,0.009,2.0162,2.0185,0.9974,7.8219,116.2576,0.0004,0.9974,10.7823,1.4226,1.4242
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",33.2302,0.3323,0.001641,33.2334,0.9975,0.0065,0.0001,0,0.9975,0.0089,2.0143,2.0167,0.9975,7.8024,115.3308,0.0004,0.9975,10.7392,1.4205,1.4221
