model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"DE_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",39.4291,0.3943,0.002972,39.4342,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0081,2.01,0.9975,7.7838,114.8469,0.0004,0.9975,10.7167,1.4162,1.4176
"DE_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",90.7094,0.9071,0.002873,90.7161,0.9976,0.0063,0.0001,0.0,0.9976,0.0086,1.9511,1.9509,0.9976,7.557,107.5938,0.0003,0.9976,10.3727,1.3739,1.3742
"DE_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",451.3388,4.5134,0.010158,451.3522,0.9978,0.0061,0.0001,0.0,0.9978,0.0084,1.8925,1.8912,0.9978,7.3562,101.302,0.0003,0.9978,10.0649,1.3324,1.3322
"DE_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",33.733,0.3373,0.001857,33.7362,0.9975,0.0064,0.0001,0.0,0.9975,0.0089,1.992,1.9928,0.9975,7.7328,113.3991,0.0004,0.9975,10.6489,1.4048,1.4059
"DE_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",81.0315,0.8103,0.003729,81.0374,0.9976,0.0063,0.0001,0.0,0.9976,0.0087,1.9569,1.9569,0.9976,7.5737,108.0688,0.0003,0.9976,10.3956,1.3778,1.3783
"DE_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",455.1324,4.5513,0.009783,455.1446,0.9978,0.0061,0.0001,0.0,0.9978,0.0084,1.8918,1.8906,0.9978,7.36,101.3775,0.0003,0.9978,10.0686,1.3323,1.3321
"DE_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",36.7188,0.3672,0.002147,36.7223,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0115,2.0139,0.9975,7.7887,114.5921,0.0004,0.9975,10.7048,1.4183,1.4199
"DE_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",82.273,0.8227,0.003139,82.2843,0.9976,0.0063,0.0001,0.0,0.9976,0.0086,1.9546,1.9549,0.9976,7.5689,107.7295,0.0003,0.9976,10.3793,1.3766,1.3771
"DE_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",395.7438,3.9574,0.006927,395.7535,0.9978,0.0061,0.0001,0.0,0.9978,0.0084,1.8914,1.8904,0.9978,7.3472,101.1505,0.0003,0.9978,10.0574,1.3313,1.3311
"DE_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",34.0491,0.3405,0.002733,34.0533,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0055,2.0078,0.9975,7.7767,114.5043,0.0004,0.9975,10.7007,1.4146,1.4162
"DE_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",83.921,0.8392,0.002934,83.9263,0.9976,0.0063,0.0001,0.0,0.9976,0.0087,1.9511,1.9512,0.9976,7.574,108.2964,0.0003,0.9976,10.4066,1.3747,1.3752
"DE_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",448.7703,4.4877,0.010077,448.7837,0.9978,0.0061,0.0001,0.0,0.9978,0.0083,1.8856,1.885,0.9978,7.3342,100.4256,0.0003,0.9978,10.0213,1.3279,1.3279
"DE_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",32.2467,0.3225,0.002228,32.2507,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0136,2.0147,0.9975,7.8018,115.1999,0.0004,0.9975,10.7331,1.4198,1.421
"DE_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",92.5942,0.9259,0.003792,92.6004,0.9976,0.0063,0.0001,0.0,0.9976,0.0087,1.9493,1.9495,0.9976,7.5632,107.9935,0.0003,0.9976,10.392,1.3734,1.3739
"DE_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",431.921,4.3192,0.007003,431.932,0.9977,0.0062,0.0001,0.0,0.9977,0.0084,1.9026,1.9006,0.9977,7.3882,102.6536,0.0003,0.9977,10.1318,1.3394,1.3389
"DE_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",33.7176,0.3372,0.00157,33.7205,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.005,2.0065,0.9975,7.7699,114.3391,0.0004,0.9975,10.6929,1.4138,1.4151
"DE_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",79.9044,0.799,0.003034,79.9092,0.9976,0.0063,0.0001,0.0,0.9976,0.0087,1.9605,1.9607,0.9976,7.5988,108.3955,0.0003,0.9976,10.4113,1.3809,1.3815
"DE_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",434.4968,4.345,0.009702,434.51,0.9978,0.0061,0.0001,0.0,0.9978,0.0084,1.8971,1.8955,0.9978,7.3789,102.0834,0.0003,0.9978,10.1036,1.336,1.3356
"DE_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",33.3302,0.3333,0.002316,33.3348,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0116,2.0129,0.9975,7.7908,114.6596,0.0004,0.9975,10.7079,1.4182,1.4194
"DE_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",80.8259,0.8083,0.002896,80.8308,0.9976,0.0063,0.0001,0.0,0.9976,0.0087,1.956,1.956,0.9976,7.5794,108.4327,0.0003,0.9976,10.4131,1.3777,1.3781
"DE_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",432.0155,4.3202,0.011566,432.0299,0.9978,0.0061,0.0001,0.0,0.9978,0.0084,1.8936,1.8928,0.9978,7.3731,101.5424,0.0003,0.9978,10.0768,1.3339,1.3338
"DE_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",33.1522,0.3315,0.002,33.156,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0079,2.0095,0.9975,7.7809,114.8367,0.0004,0.9975,10.7162,1.4159,1.4173
