model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",60.1401,0.6014,0.001501,60.1431,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0053,2.0074,0.9975,7.7734,114.393,0.0004,0.9975,10.6955,1.4143,1.4157
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",172.3141,1.7231,0.003587,172.3191,0.9976,0.0063,0.0001,0.0,0.9976,0.0086,1.9477,1.9476,0.9976,7.5481,107.5712,0.0003,0.9976,10.3717,1.3718,1.3722
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",874.2982,8.743,0.010262,874.3123,0.9978,0.0061,0.0001,0.0,0.9978,0.0084,1.8933,1.8923,0.9978,7.3496,101.2432,0.0003,0.9978,10.062,1.3323,1.3322
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",55.7017,0.557,0.001707,55.7048,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0041,2.0054,0.9975,7.7673,114.3592,0.0004,0.9975,10.6939,1.4131,1.4144
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",170.893,1.7089,0.003121,170.8981,0.9976,0.0063,0.0001,0.0,0.9976,0.0086,1.9562,1.9559,0.9976,7.5745,107.9615,0.0003,0.9976,10.3905,1.3773,1.3777
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",1048.2774,10.4828,0.010418,1048.2899,0.9977,0.0062,0.0001,0.0,0.9977,0.0085,1.9043,1.9033,0.9977,7.4203,103.4271,0.0003,0.9977,10.1699,1.3416,1.3415
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",66.3401,0.6634,0.001924,66.3435,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0077,2.009,0.9975,7.779,114.6421,0.0004,0.9975,10.7071,1.4155,1.4168
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",178.9501,1.7895,0.002828,178.9546,0.9976,0.0063,0.0001,0.0,0.9976,0.0087,1.9561,1.956,0.9976,7.5855,108.4969,0.0003,0.9976,10.4162,1.3779,1.3784
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",952.3998,9.524,0.009923,952.4127,0.9977,0.0061,0.0001,0.0,0.9977,0.0084,1.8996,1.8978,0.9977,7.3868,102.3938,0.0003,0.9977,10.119,1.3375,1.3371
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",73.285,0.7329,0.0019,73.2883,0.9975,0.0064,0.0001,0.0,0.9975,0.0089,1.9972,1.9988,0.9975,7.7452,113.4433,0.0004,0.9975,10.651,1.4084,1.4097
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",196.9279,1.9693,0.003433,196.9334,0.9976,0.0063,0.0001,0.0,0.9976,0.0086,1.9448,1.9442,0.9976,7.5488,107.6085,0.0003,0.9976,10.3735,1.3698,1.3701
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",982.4839,9.8248,0.009995,982.4976,0.9978,0.0061,0.0001,0.0,0.9978,0.0084,1.8966,1.8956,0.9978,7.3829,102.0972,0.0003,0.9978,10.1043,1.3361,1.336
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",73.0345,0.7303,0.001684,73.0374,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0073,2.0089,0.9975,7.7757,114.4894,0.0004,0.9975,10.7,1.4152,1.4166
