model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"PSO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",79.4434,0.7944,0.001594,79.4475,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0081,2.0097,0.9975,7.7761,114.0655,0.0004,0.9975,10.6801,1.4156,1.4169
"PSO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",193.8239,1.9382,0.003263,193.8287,0.9976,0.0063,0.0001,0.0,0.9976,0.0086,1.9499,1.9503,0.9976,7.5657,107.888,0.0003,0.9976,10.3869,1.3738,1.3744
"PSO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",1090.9737,10.9097,0.010339,1090.9869,0.9978,0.0061,0.0001,0.0,0.9978,0.0083,1.887,1.8856,0.9978,7.3098,99.802,0.0003,0.9978,9.9901,1.3273,1.327
"PSO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",82.5324,0.8253,0.001566,82.5363,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0027,2.0045,0.9975,7.7604,113.9321,0.0004,0.9975,10.6739,1.4122,1.4136
"PSO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",193.9752,1.9398,0.002968,193.9796,0.9976,0.0063,0.0001,0.0,0.9976,0.0086,1.9564,1.9564,0.9976,7.5768,107.9033,0.0003,0.9976,10.3877,1.3777,1.3782
"PSO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",1071.2855,10.7129,0.010687,1071.3004,0.9978,0.0061,0.0001,0.0,0.9978,0.0083,1.88,1.8786,0.9978,7.3117,100.3941,0.0003,0.9978,10.0197,1.3238,1.3234
"PSO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",83.6023,0.836,0.001837,83.6059,0.9975,0.0064,0.0001,0.0,0.9975,0.0089,1.9962,1.9982,0.9975,7.7457,113.6017,0.0004,0.9975,10.6584,1.408,1.4094
"PSO_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",191.2424,1.9124,0.003035,191.2473,0.9976,0.0063,0.0001,0.0,0.9976,0.0086,1.934,1.9338,0.9976,7.5165,107.2899,0.0003,0.9976,10.3581,1.3627,1.363
"PSO_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",1122.685,11.2268,0.010582,1122.6986,0.9978,0.0061,0.0001,0.0,0.9978,0.0083,1.8875,1.8866,0.9978,7.3196,100.3439,0.0003,0.9978,10.0172,1.328,1.3279
"PSO_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",82.3208,0.8232,0.001561,82.3241,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0059,2.0073,0.9975,7.7714,114.315,0.0004,0.9975,10.6918,1.4142,1.4155
