model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",17.2122,0.1721,0.001757,17.2157,0.9975,0.0065,0.0001,0,0.9975,0.0089,2.0077,2.0097,0.9975,7.7816,114.8957,0.0004,0.9975,10.7189,1.4159,1.4174
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",46.4512,0.4645,0.003118,46.4565,0.9976,0.0063,0.0001,0,0.9976,0.0087,1.9573,1.9574,0.9976,7.5953,108.855,0.0003,0.9976,10.4334,1.3793,1.3799
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",207.8223,2.0782,0.009521,207.8354,0.9977,0.0062,0.0001,0,0.9977,0.0084,1.9033,1.9019,0.9977,7.3925,102.535,0.0003,0.9977,10.126,1.34,1.3397
"DE_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",33.9605,0.3396,0.002234,33.9641,0.9975,0.0065,0.0001,0,0.9975,0.0089,2.0039,2.0063,0.9975,7.7715,114.321,0.0004,0.9975,10.6921,1.4135,1.4151
"DE_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",82.2182,0.8222,0.003089,82.2236,0.9976,0.0063,0.0001,0,0.9976,0.0087,1.951,1.9516,0.9976,7.5654,108.1178,0.0003,0.9976,10.398,1.3745,1.3752
"DE_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 20, 'Wf': 0.8, 'Cr': 0.9}",431.0812,4.3108,0.010736,431.0942,0.9977,0.0062,0.0001,0,0.9977,0.0084,1.9041,1.9024,0.9977,7.3937,102.5104,0.0003,0.9977,10.1247,1.3402,1.3397
"GA_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",34.8636,0.3486,0.001933,34.8674,0.9975,0.0065,0.0001,0,0.9975,0.0089,2.0073,2.0093,0.9975,7.7816,114.823,0.0004,0.9975,10.7156,1.4157,1.4172
"GA_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",80.2835,0.8028,0.002852,80.2884,0.9976,0.0063,0.0001,0,0.9976,0.0086,1.955,1.9555,0.9976,7.5773,107.8265,0.0003,0.9976,10.384,1.3774,1.378
"GA_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 20, 'pc': 0.95, 'pm': 0.025}",448.1066,4.4811,0.009808,448.1203,0.9978,0.0061,0.0001,0,0.9977,0.0084,1.904,1.9028,0.9978,7.3867,102.2467,0.0003,0.9977,10.1117,1.3399,1.3397
"OppoTwo_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",69.4438,0.6944,0.001819,69.4472,0.9975,0.0065,0.0001,0,0.9975,0.0089,2.0131,2.0142,0.9975,7.7906,115.1461,0.0004,0.9975,10.7306,1.419,1.4202
"OppoTwo_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",152.7613,1.5276,0.003248,152.7665,0.9976,0.0063,0.0001,0,0.9976,0.0086,1.9412,1.9413,0.9976,7.5305,107.0934,0.0003,0.9976,10.3486,1.3677,1.3683
"OppoTwo_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-OTWO_{'epoch': 100, 'pop_size': 20}",879.6371,8.7964,0.016336,879.6558,0.9977,0.0062,0.0001,0,0.9977,0.0084,1.9003,1.8993,0.9977,7.3888,102.3134,0.0003,0.9977,10.115,1.3383,1.3381
"PSO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",33.8966,0.339,0.001917,33.9012,0.9975,0.0065,0.0001,0,0.9975,0.0089,2.0028,2.0044,0.9975,7.7682,114.4042,0.0004,0.9975,10.696,1.4126,1.4139
"PSO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",79.6792,0.7968,0.00802,79.6901,0.9976,0.0063,0.0001,0,0.9976,0.0086,1.9459,1.9456,0.9976,7.5409,107.4055,0.0003,0.9976,10.3637,1.3701,1.3704
"PSO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",433.9502,4.3395,0.009772,433.9635,0.9978,0.0061,0.0001,0,0.9978,0.0084,1.898,1.8968,0.9978,7.3752,101.8447,0.0003,0.9978,10.0918,1.3362,1.336
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",36.9421,0.3694,0.001616,36.9456,0.9975,0.0065,0.0001,0,0.9975,0.0089,2.0095,2.0116,0.9975,7.7852,114.7881,0.0004,0.9975,10.7139,1.417,1.4185
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",80.6129,0.8061,0.002994,80.6185,0.9976,0.0063,0.0001,0,0.9976,0.0087,1.9557,1.9561,0.9976,7.59,108.3729,0.0003,0.9976,10.4102,1.3781,1.3787
