model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ELM-sliding_2-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0067,,0.00113869,0.0089,0.9974,0.0063,0.0001,0.0,0.9974,0.0087,2.0909,2.0909,0.9974,7.6257,110.4865,0.0004,0.9974,10.5113,1.449,1.4498
"ELM-sliding_3-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0097,,0.00164032,0.0129,0.9974,0.0064,0.0001,0.0,0.9974,0.0087,2.1047,2.0997,0.9974,7.6551,109.7789,0.0004,0.9974,10.4775,1.4572,1.4554
"ELM-sliding_5-net_para_{'hidden_size': (10, False), 'activation': 0}",0.0224,,0.00351715,0.0286,0.9975,0.0064,0.0001,0.0,0.9974,0.0087,2.1125,2.1015,0.9975,7.7112,109.7997,0.0004,0.9974,10.4785,1.4641,1.4592
"ELM-sliding_2-net_para_{'hidden_size': (50, False), 'activation': 0}",0.0067,,0.00128722,0.0091,0.9974,0.0063,0.0001,0.0,0.9974,0.0087,2.0909,2.0909,0.9974,7.6257,110.4865,0.0004,0.9974,10.5113,1.449,1.4498
"ELM-sliding_3-net_para_{'hidden_size': (50, False), 'activation': 0}",0.0136,,0.00165606,0.0167,0.9974,0.0063,0.0001,0.0,0.9974,0.0087,2.0825,2.0822,0.9974,7.585,108.7395,0.0004,0.9974,10.4278,1.4421,1.4427
"ELM-sliding_5-net_para_{'hidden_size': (50, False), 'activation': 0}",0.0392,,0.00344086,0.0493,0.9975,0.0062,0.0001,0.0,0.9975,0.0085,2.0396,2.0387,0.9975,7.428,103.8385,0.0004,0.9975,10.1901,1.4119,1.4121
"ELM-sliding_2-net_para_{'hidden_size': (200, False), 'activation': 0}",0.0093,,0.0018301,0.0127,0.9974,0.0063,0.0001,0.0,0.9974,0.0087,2.0909,2.0909,0.9974,7.6257,110.4865,0.0004,0.9974,10.5113,1.449,1.4498
"ELM-sliding_3-net_para_{'hidden_size': (200, False), 'activation': 0}",0.0097,,0.00183225,0.0133,0.9974,0.0065,0.0001,0.0,0.9974,0.0088,2.1535,2.1414,0.9974,7.7702,111.1676,0.0004,0.9974,10.5436,1.4872,1.4827
"ELM-sliding_5-net_para_{'hidden_size': (200, False), 'activation': 0}",0.0223,,0.00333214,0.0284,0.9975,0.0062,0.0001,0.0,0.9975,0.0085,2.0396,2.0387,0.9975,7.428,103.8385,0.0004,0.9975,10.1901,1.4119,1.4121
"ELM-sliding_2-net_para_{'hidden_size': (500, False), 'activation': 0}",0.0092,,0.00178909,0.0125,0.9974,0.0063,0.0001,0.0,0.9974,0.0087,2.0909,2.0909,0.9974,7.6257,110.4865,0.0004,0.9974,10.5113,1.449,1.4498
"ELM-sliding_3-net_para_{'hidden_size': (500, False), 'activation': 0}",0.0091,,0.00157046,0.012,0.9974,0.0063,0.0001,0.0,0.9974,0.0087,2.0825,2.0822,0.9974,7.585,108.7395,0.0004,0.9974,10.4278,1.4421,1.4427
"ELM-sliding_5-net_para_{'hidden_size': (500, False), 'activation': 0}",0.0237,,0.00334311,0.0303,0.9975,0.0062,0.0001,0.0,0.9975,0.0085,2.0396,2.0387,0.9975,7.428,103.8385,0.0004,0.9975,10.1901,1.4119,1.4121
"ELM-sliding_2-net_para_{'hidden_size': (1000, False), 'activation': 0}",0.0088,,0.00158811,0.012,0.9973,0.0068,0.0001,0.0,0.9971,0.0092,2.2427,2.2257,0.9973,8.1679,121.2745,0.0004,0.9971,11.0125,1.5545,1.5471
"ELM-sliding_3-net_para_{'hidden_size': (1000, False), 'activation': 0}",0.0101,,0.00171971,0.0133,0.9974,0.0063,0.0001,0.0,0.9974,0.0087,2.0825,2.0822,0.9974,7.585,108.7395,0.0004,0.9974,10.4278,1.4421,1.4427
"ELM-sliding_5-net_para_{'hidden_size': (1000, False), 'activation': 0}",0.0183,,0.00257778,0.023,0.9975,0.0065,0.0001,0.0,0.9974,0.0087,2.1531,2.1367,0.9975,7.7844,110.2929,0.0004,0.9974,10.502,1.4876,1.4809
"ELM-sliding_2-net_para_{'hidden_size': (5000, False), 'activation': 0}",0.0084,,0.00125885,0.0114,0.9974,0.0064,0.0001,0.0,0.9974,0.0088,2.098,2.0961,0.9974,7.6388,110.5253,0.0004,0.9974,10.5131,1.4529,1.4531
"ELM-sliding_3-net_para_{'hidden_size': (5000, False), 'activation': 0}",0.0155,,0.00164819,0.019,0.9974,0.0063,0.0001,0.0,0.9974,0.0087,2.0825,2.0822,0.9974,7.585,108.7395,0.0004,0.9974,10.4278,1.4421,1.4427
"ELM-sliding_5-net_para_{'hidden_size': (5000, False), 'activation': 0}",0.03,,0.00345993,0.0371,0.9975,0.0062,0.0001,0.0,0.9975,0.0085,2.0396,2.0387,0.9975,7.428,103.8385,0.0004,0.9975,10.1901,1.4119,1.4121
