model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",845.7495,0.8457,0.98081994,846.7323,0.9973,0.0065,0.0001,0.0,0.9972,0.009,2.1094,2.1215,0.9973,7.7983,117.2165,0.0004,0.9972,10.8267,1.4671,1.4737
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1567.2823,1.5673,1.12125683,1568.4068,0.9975,0.0064,0.0001,0.0,0.9975,0.0086,2.1247,2.1109,0.9975,7.6419,106.8695,0.0004,0.9975,10.3378,1.4651,1.4597
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2751.6536,2.7517,1.16647458,2752.8359,0.9977,0.006,0.0001,0.0,0.9977,0.0082,1.9725,1.9648,0.9977,7.1742,96.1807,0.0003,0.9977,9.8072,1.3627,1.3595
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",930.3741,0.9304,4.04856753,934.4243,0.9974,0.0065,0.0001,0.0,0.9973,0.0089,2.1694,2.1586,0.9974,7.8603,114.1606,0.0004,0.9973,10.6846,1.5009,1.4968
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1807.1595,1.8072,4.468472,1811.6317,0.9976,0.0064,0.0001,0.0,0.9975,0.0086,2.1892,2.1676,0.9976,7.7108,106.7154,0.0004,0.9975,10.3303,1.4981,1.49
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3097.6959,3.0977,4.46127343,3102.1644,0.9977,0.0061,0.0001,0.0,0.9976,0.0083,2.0681,2.0847,0.9977,7.3606,99.7152,0.0004,0.9976,9.9858,1.4178,1.4238
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1084.3081,1.0843,8.7479794,1093.0578,0.9974,0.0064,0.0001,0.0,0.9973,0.0088,2.0962,2.1065,0.9974,7.6414,111.7851,0.0004,0.9973,10.5728,1.4526,1.4574
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1834.4093,1.8344,8.65695214,1843.0687,0.9976,0.0061,0.0001,0.0,0.9976,0.0084,2.0315,2.0298,0.9976,7.3831,101.8512,0.0004,0.9976,10.0921,1.4055,1.4049
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3548.4229,3.5484,9.96168375,3558.3904,0.9977,0.0063,0.0001,0.0,0.9975,0.0085,2.0784,2.0949,0.9977,7.5423,104.5813,0.0004,0.9975,10.2265,1.4355,1.443
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1379.5288,1.3795,15.43817425,1394.976,0.9973,0.0064,0.0001,0.0,0.9973,0.0088,2.1261,2.1223,0.9973,7.724,112.3164,0.0004,0.9973,10.5979,1.4699,1.47
