model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"PSO_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",147.6067,1.4761,0.002203,147.6122,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.008,2.0099,0.9975,7.7802,114.3544,0.0004,0.9975,10.6937,1.4159,1.4174
"PSO_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",151.8219,1.5182,0.002842,151.8286,0.9977,0.0062,0.0001,0.0,0.9977,0.0085,1.9047,1.9029,0.9977,7.4147,103.608,0.0003,0.9977,10.1788,1.342,1.3416
"PSO_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",128.8907,1.2889,0.002249,128.9003,0.9978,0.0061,0.0001,0.0,0.9978,0.0084,1.8951,1.8953,0.9978,7.3656,101.7696,0.0003,0.9978,10.0881,1.3335,1.3339
"PSO_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",123.35,1.2335,0.002138,123.3547,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0033,2.0048,0.9975,7.7604,113.4822,0.0004,0.9975,10.6528,1.4124,1.4136
"PSO_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",123.6802,1.2368,0.003568,123.6878,0.9977,0.0062,0.0001,0.0,0.9977,0.0085,1.9311,1.9309,0.9977,7.4826,104.5282,0.0003,0.9977,10.2239,1.3594,1.3597
"PSO_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",154.2605,1.5426,0.004219,154.2769,0.9978,0.0061,0.0001,0.0,0.9978,0.0083,1.8779,1.8787,0.9978,7.2925,98.7754,0.0003,0.9978,9.9386,1.3216,1.322
"PSO_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",122.9373,1.2294,0.003488,122.9426,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0063,2.008,0.9975,7.7714,114.0216,0.0004,0.9975,10.6781,1.4145,1.4158
"PSO_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",156.5656,1.5657,0.00264,156.5742,0.9977,0.0062,0.0001,0.0,0.9977,0.0085,1.9304,1.9299,0.9977,7.4689,104.199,0.0003,0.9977,10.2078,1.3581,1.3583
"PSO_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",163.2467,1.6325,0.003628,163.2612,0.9978,0.0061,0.0001,0.0,0.9978,0.0083,1.8705,1.8711,0.9978,7.2701,98.5767,0.0003,0.9978,9.9286,1.3165,1.3168
"PSO_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",121.1972,1.212,0.002061,121.2009,0.9975,0.0065,0.0001,0.0,0.9975,0.0089,2.0066,2.0084,0.9975,7.7742,114.0626,0.0004,0.9975,10.68,1.4148,1.4161
"PSO_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",128.6413,1.2864,0.005698,128.6492,0.9977,0.0062,0.0001,0.0,0.9977,0.0085,1.935,1.9347,0.9977,7.49,104.9268,0.0003,0.9977,10.2434,1.3618,1.362
"PSO_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",128.6291,1.2863,0.005857,128.6396,0.9977,0.0062,0.0001,0.0,0.9977,0.0084,1.9091,1.9097,0.9977,7.411,102.7695,0.0003,0.9977,10.1375,1.3431,1.3436
"PSO_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",118.7832,1.1878,0.002081,118.7872,0.9975,0.0064,0.0001,0.0,0.9975,0.0088,1.9916,1.993,0.9975,7.7344,112.9692,0.0004,0.9975,10.6287,1.4049,1.4062
"PSO_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",154.7387,1.5474,0.001995,154.7452,0.9977,0.0062,0.0001,0.0,0.9977,0.0085,1.9059,1.9054,0.9977,7.4153,103.1818,0.0003,0.9977,10.1578,1.3426,1.3426
