model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",9.1739,0.0917,0.001486,9.1768,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2334,4.2229,0.9956,10.978,235.3399,0.0017,0.9956,15.3408,2.9117,2.912
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",32.2787,0.3228,0.002761,32.2837,0.9957,0.0112,0.0002,0.0001,0.9957,0.0157,4.1634,4.164,0.9957,10.8637,230.3035,0.0016,0.9957,15.1758,2.8698,2.8737
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",98.1931,0.9819,0.007887,98.2036,0.9959,0.0111,0.0002,0.0001,0.9959,0.0154,4.1505,4.1459,0.9959,10.682,220.103,0.0016,0.9959,14.8359,2.846,2.8482
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",15.371,0.1537,0.001408,15.3736,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2436,4.2358,0.9956,10.9903,236.0932,0.0017,0.9956,15.3653,2.9185,2.9199
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",21.0028,0.21,0.002401,21.0068,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.2052,4.1986,0.9956,10.8999,233.8171,0.0017,0.9956,15.2911,2.8922,2.8937
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",89.9528,0.8995,0.006605,89.9616,0.9958,0.0111,0.0002,0.0001,0.9958,0.0154,4.1771,4.173,0.9958,10.7219,221.536,0.0016,0.9958,14.8841,2.8622,2.8646
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",14.5305,0.1453,0.001397,14.533,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2474,4.2401,0.9956,10.9894,235.6071,0.0017,0.9956,15.3495,2.9202,2.9217
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",24.1678,0.2417,0.002398,24.1719,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.2268,4.2215,0.9956,10.9521,233.9415,0.0017,0.9956,15.2951,2.9072,2.9096
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",92.4764,0.9248,0.005918,92.4843,0.9958,0.0111,0.0002,0.0001,0.9958,0.0154,4.1908,4.1875,0.9958,10.7116,222.0116,0.0016,0.9958,14.9001,2.8667,2.8694
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",17.5108,0.1751,0.002656,17.5154,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2562,4.2467,0.9955,11.0276,237.1097,0.0017,0.9955,15.3984,2.9262,2.9273
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",24.2226,0.2422,0.003551,24.2282,0.9957,0.0113,0.0002,0.0001,0.9957,0.0157,4.211,4.2041,0.9957,10.8917,230.5834,0.0017,0.9957,15.185,2.8946,2.8964
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",148.455,1.4846,0.00938,148.4674,0.9958,0.0118,0.0003,0.0001,0.9955,0.016,4.5504,4.4776,0.9958,11.3548,238.0556,0.0018,0.9955,15.4291,3.0848,3.0586
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",11.401,0.114,0.001215,11.4042,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2448,4.2357,0.9955,11.0023,236.9578,0.0017,0.9955,15.3934,2.9201,2.9205
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",21.7547,0.2175,0.00266,21.7591,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.2174,4.2113,0.9956,10.9171,234.0386,0.0017,0.9956,15.2983,2.901,2.903
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",127.0766,1.2708,0.007321,127.0861,0.9958,0.0111,0.0002,0.0001,0.9958,0.0155,4.1922,4.1855,0.9958,10.7364,223.2927,0.0017,0.9958,14.943,2.8703,2.8717
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",10.4547,0.1045,0.001556,10.4575,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.266,4.2579,0.9956,11.0041,235.7943,0.0017,0.9956,15.3556,2.9293,2.9311
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",25.6784,0.2568,0.002361,25.6827,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.2196,4.2165,0.9956,10.9454,233.2829,0.0017,0.9956,15.2736,2.9037,2.9068
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",123.3365,1.2334,0.00744,123.3465,0.9958,0.0111,0.0002,0.0001,0.9958,0.0155,4.1913,4.1858,0.9958,10.7218,223.0198,0.0017,0.9958,14.9338,2.8692,2.8706
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",15.2598,0.1526,0.001415,15.2623,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2549,4.2449,0.9955,11.0145,236.8525,0.0017,0.9955,15.39,2.9255,2.9258
"ABfoLS_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",13.6883,0.1369,0.002722,13.693,0.9957,0.0113,0.0002,0.0001,0.9957,0.0157,4.2061,4.2061,0.9957,10.8858,230.887,0.0017,0.9957,15.195,2.8946,2.8985
"ABfoLS_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",103.7895,1.0379,0.007166,103.7993,0.9958,0.0111,0.0002,0.0001,0.9958,0.0154,4.17,4.1664,0.9958,10.7217,221.7793,0.0016,0.9958,14.8923,2.8594,2.8619
"ABfoLS_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 20, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",12.3222,0.1232,0.001645,12.3253,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2692,4.26,0.9956,11.0207,236.1317,0.0017,0.9956,15.3666,2.9315,2.9329
