model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",29.4396,0.2944,0.001721,29.4423,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2519,4.2447,0.9956,11.0133,236.2739,0.0017,0.9956,15.3712,2.9233,2.9254
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",25.0596,0.2506,0.001242,25.0619,0.9955,0.0114,0.0003,0.0001,0.9955,0.016,4.274,4.2636,0.9955,11.0266,237.3949,0.0017,0.9955,15.4076,2.9352,2.936
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",26.742,0.2674,0.002507,26.7459,0.9955,0.0114,0.0003,0.0001,0.9955,0.016,4.2299,4.2198,0.9955,10.9759,238.0757,0.0017,0.9955,15.4297,2.9118,2.9119
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",27.7274,0.2773,0.001461,27.7303,0.9956,0.0113,0.0003,0.0001,0.9956,0.0159,4.2322,4.2274,0.9956,10.9578,234.748,0.0017,0.9956,15.3215,2.9106,2.913
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",24.1943,0.2419,0.001535,24.1972,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.255,4.2483,0.9956,11.0091,236.4984,0.0017,0.9956,15.3785,2.9241,2.9264
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",24.4043,0.244,0.001452,24.407,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2584,4.2496,0.9955,11.0082,236.904,0.0017,0.9955,15.3917,2.9266,2.9278
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",27.6908,0.2769,0.001329,27.6933,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2606,4.2524,0.9955,11.0265,237.1753,0.0017,0.9955,15.4005,2.9282,2.9299
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",24.9552,0.2496,0.001395,24.9584,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.266,4.2584,0.9955,11.0076,236.6922,0.0017,0.9955,15.3848,2.9293,2.9313
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",25.0918,0.2509,0.001649,25.095,0.9955,0.0114,0.0003,0.0001,0.9955,0.016,4.2577,4.2488,0.9955,11.0139,237.4224,0.0017,0.9955,15.4085,2.9277,2.9282
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",25.8265,0.2583,0.001559,25.8292,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2544,4.2485,0.9955,11.0119,237.0151,0.0017,0.9955,15.3953,2.9242,2.9268
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",24.8572,0.2486,0.001336,24.8596,0.9956,0.0113,0.0003,0.0001,0.9956,0.0159,4.2325,4.2253,0.9956,10.9587,234.3313,0.0017,0.9956,15.3079,2.9105,2.912
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",26.7154,0.2672,0.001596,26.7181,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2605,4.252,0.9955,11.0136,237.1361,0.0017,0.9955,15.3992,2.9281,2.9292
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",26.6714,0.2667,0.00137,26.6743,0.9955,0.0114,0.0003,0.0001,0.9955,0.016,4.2493,4.2411,0.9955,11.0046,237.5731,0.0017,0.9955,15.4134,2.9204,2.9219
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",25.9138,0.2591,0.001325,25.9164,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2616,4.2537,0.9956,11.023,235.8179,0.0017,0.9956,15.3564,2.928,2.9302
"TWO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",25.3769,0.2538,0.002078,25.3804,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2614,4.2546,0.9955,11.0212,236.7857,0.0017,0.9955,15.3878,2.9279,2.9304
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",69.7745,0.6977,0.002939,69.7798,0.9957,0.0112,0.0002,0.0001,0.9957,0.0156,4.179,4.1755,0.9957,10.8381,228.3372,0.0016,0.9957,15.1108,2.8759,2.8785
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",56.8398,0.5684,0.002828,56.8443,0.9957,0.0112,0.0002,0.0001,0.9957,0.0157,4.177,4.1715,0.9957,10.8492,231.0248,0.0017,0.9957,15.1995,2.8734,2.8755
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",65.3171,0.6532,0.002594,65.3215,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.2015,4.1929,0.9956,10.8941,233.488,0.0017,0.9956,15.2803,2.8904,2.8911
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",59.4354,0.5944,0.002348,59.4395,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.1915,4.1884,0.9956,10.8796,232.1009,0.0017,0.9956,15.2349,2.8837,2.8866
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",57.5381,0.5754,0.002657,57.543,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.1969,4.1918,0.9956,10.8789,233.6093,0.0017,0.9956,15.2843,2.8855,2.8876
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",58.391,0.5839,0.002396,58.3948,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.1943,4.1867,0.9956,10.8695,232.6085,0.0017,0.9956,15.2515,2.887,2.8879
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",68.1308,0.6813,0.002607,68.1351,0.9957,0.0112,0.0002,0.0001,0.9957,0.0157,4.1638,4.1592,0.9957,10.7904,228.9254,0.0017,0.9957,15.1303,2.865,2.867
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",57.7239,0.5772,0.003075,57.7286,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.1897,4.1854,0.9956,10.8894,233.9608,0.0017,0.9956,15.2958,2.8846,2.8867
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",58.1244,0.5812,0.002425,58.1285,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.2061,4.2035,0.9956,10.8899,231.8471,0.0017,0.9956,15.2265,2.8912,2.8942
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",58.8009,0.588,0.002657,58.8058,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.1968,4.1932,0.9956,10.8707,232.1328,0.0017,0.9956,15.2359,2.8865,2.889
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",55.9392,0.5594,0.002113,55.9427,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.2012,4.1974,0.9956,10.9113,232.6248,0.0017,0.9956,15.252,2.8916,2.8943
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",58.2539,0.5825,0.002568,58.2583,0.9957,0.0112,0.0002,0.0001,0.9957,0.0157,4.1832,4.1798,0.9957,10.8616,230.725,0.0017,0.9957,15.1896,2.8781,2.8812
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",58.1691,0.5817,0.002296,58.1732,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.2099,4.2022,0.9956,10.8972,233.8026,0.0017,0.9956,15.2906,2.8941,2.8952
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",59.2802,0.5928,0.002512,59.2847,0.9956,0.0113,0.0003,0.0001,0.9956,0.0159,4.2033,4.1998,0.9956,10.9295,234.6649,0.0017,0.9956,15.3188,2.8935,2.8961
"TWO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",57.3507,0.5735,0.002193,57.3557,0.9957,0.0112,0.0002,0.0001,0.9957,0.0157,4.1792,4.1734,0.9957,10.8224,229.1154,0.0017,0.9957,15.1366,2.8747,2.8765
"TWO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",286.511,2.8651,0.007243,286.5217,0.9958,0.0111,0.0002,0.0001,0.9958,0.0155,4.1725,4.1651,0.9958,10.7067,223.5786,0.0017,0.9958,14.9525,2.8594,2.86
"TWO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",242.663,2.4266,0.005742,242.671,0.9958,0.0111,0.0002,0.0001,0.9958,0.0155,4.1777,4.1736,0.9958,10.733,223.899,0.0017,0.9958,14.9633,2.8637,2.8662
"TWO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",241.9298,2.4193,0.005678,241.9381,0.9958,0.0111,0.0002,0.0001,0.9958,0.0154,4.1616,4.158,0.9958,10.6843,221.3934,0.0016,0.9958,14.8793,2.8508,2.8531
"TWO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",252.6947,2.5269,0.008157,252.7048,0.9958,0.0111,0.0002,0.0001,0.9958,0.0155,4.2136,4.2075,0.9958,10.7625,223.5518,0.0017,0.9958,14.9516,2.8828,2.8848
"TWO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-TWO_{'epoch': 100, 'pop_size': 20}",246.8197,2.4682,0.00791,246.8302,0.9958,0.0111,0.0002,0.0001,0.9958,0.0155,4.185,4.1863,0.9958,10.7242,223.2215,0.0017,0.9958,14.9406,2.8661,2.8701
