model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"PSO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",29.4186,0.2942,0.001521,29.4215,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2307,4.2221,0.9956,10.9835,235.8672,0.0017,0.9956,15.358,2.9107,2.9118
"PSO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",69.6159,0.6962,0.003182,69.6216,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.208,4.2049,0.9956,10.8953,232.9243,0.0017,0.9956,15.2619,2.8937,2.8966
"PSO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",308.0025,3.08,0.007323,308.0123,0.9958,0.0111,0.0002,0.0001,0.9958,0.0154,4.1618,4.1587,0.9958,10.7076,222.5462,0.0016,0.9958,14.918,2.8533,2.8558
"PSO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",26.0187,0.2602,0.001405,26.0215,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2388,4.232,0.9956,10.9726,235.5402,0.0017,0.9956,15.3473,2.9147,2.9164
"PSO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",57.2681,0.5727,0.002482,57.2722,0.9957,0.0113,0.0002,0.0001,0.9957,0.0157,4.1993,4.1947,0.9957,10.8799,230.0615,0.0017,0.9957,15.1678,2.8893,2.8916
"PSO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",243.4046,2.434,0.00599,243.4125,0.9958,0.0111,0.0002,0.0001,0.9958,0.0155,4.1904,4.1887,0.9958,10.7512,222.6473,0.0017,0.9958,14.9214,2.8702,2.8735
"PSO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",28.6222,0.2862,0.001582,28.625,0.9955,0.0114,0.0003,0.0001,0.9955,0.016,4.2626,4.2535,0.9955,11.0371,238.2266,0.0017,0.9955,15.4346,2.9304,2.9314
"PSO_ELM-sliding_3-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",59.3731,0.5937,0.002398,59.3788,0.9957,0.0112,0.0002,0.0001,0.9957,0.0157,4.1766,4.1708,0.9957,10.8081,229.5927,0.0017,0.9957,15.1523,2.8713,2.8733
"PSO_ELM-sliding_5-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",253.9232,2.5392,0.005405,253.9307,0.9958,0.0112,0.0002,0.0001,0.9957,0.0156,4.2062,4.1978,0.9958,10.7709,226.0164,0.0017,0.9957,15.0338,2.879,2.879
"PSO_ELM-sliding_2-nets_[100, 0, (5, False), (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 20, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",25.1724,0.2517,0.001673,25.1754,0.9955,0.0114,0.0003,0.0001,0.9955,0.016,4.2476,4.2399,0.9955,11.0088,237.4397,0.0017,0.9955,15.4091,2.9205,2.9219
