model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",796.1448,0.7961,2.59650898,798.7425,0.134,0.0066,0.0001,0.0001,-0.0201,0.0093,55.6916,38.3558,0.134,0.3747,0.2767,0.051,-0.0201,0.5261,49.9775,36.127
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1589.6786,1.5897,3.02482009,1592.7054,0.1511,0.0059,0.0001,0.0001,0.1026,0.0087,47.5197,34.9252,0.1511,0.3337,0.2434,0.0437,0.1026,0.4934,42.6563,32.8211
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3002.8788,3.0029,3.05470204,3005.9376,0.1446,0.0058,0.0001,0.0001,0.113,0.0086,45.8862,34.3786,0.1446,0.3273,0.2408,0.0428,0.113,0.4907,41.2149,32.2918
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1023.7248,1.0237,9.07038641,1032.7966,0.1307,0.0064,0.0001,0.0001,0.0136,0.0091,52.9887,37.1691,0.1307,0.3614,0.2676,0.0485,0.0136,0.5173,47.572,34.9844
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1948.1417,1.9481,9.31414843,1957.4645,0.1388,0.0054,0.0001,0.0001,0.1181,0.0086,36.4504,33.5069,0.1388,0.3067,0.2393,0.0415,0.1181,0.4891,33.2063,31.3314
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3618.8041,3.6188,9.070678,3627.8876,0.154,0.0053,0.0001,0.0001,0.1278,0.0086,35.7556,33.1772,0.154,0.3032,0.2368,0.0409,0.1278,0.4866,32.5702,31.0223
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1150.2822,1.1503,18.18547559,1168.469,0.1397,0.0057,0.0001,0.0001,0.1079,0.0087,45.2696,34.0111,0.1397,0.3251,0.242,0.0421,0.1079,0.492,40.715,31.9402
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2122.5157,2.1225,19.04658771,2141.5647,0.1456,0.0054,0.0001,0.0001,0.1381,0.0085,37.4229,32.9055,0.1456,0.3044,0.2338,0.0402,0.1381,0.4835,33.9555,30.7999
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3912.8512,3.9129,19.86192179,3932.7263,0.1688,0.0058,0.0001,0.0001,0.1268,0.0086,46.7723,34.471,0.1688,0.3272,0.237,0.0424,0.1268,0.4869,41.9285,32.3831
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1315.6553,1.3157,27.75172043,1343.4224,0.1397,0.0057,0.0001,0.0001,0.1155,0.0086,44.2449,33.6638,0.1397,0.3213,0.2399,0.0415,0.1155,0.4898,39.8266,31.6041
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2271.1933,2.2712,29.50696802,2300.7027,0.1556,0.0057,0.0001,0.0001,0.1231,0.0086,46.0142,34.3451,0.1556,0.3263,0.2379,0.0424,0.1231,0.4877,41.2974,32.2608
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3970.7927,3.9708,28.25359559,3999.0506,0.1495,0.0054,0.0001,0.0001,0.1491,0.0085,38.8786,32.7403,0.1495,0.3058,0.231,0.0395,0.1491,0.4806,35.1749,30.6715
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1470.0198,1.47,40.98166394,1511.0031,0.1253,0.0055,0.0001,0.0001,0.1222,0.0086,40.6934,32.8452,0.1253,0.3115,0.2381,0.0402,0.1222,0.488,36.7912,30.7969
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2376.0918,2.3761,42.1501112,2418.2444,0.1524,0.0055,0.0001,0.0001,0.1454,0.0085,41.9964,33.1599,0.1524,0.3127,0.2318,0.0402,0.1454,0.4815,37.8312,31.104
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",4065.6365,4.0656,43.35554671,4109.0038,0.1469,0.007,0.0001,0.0001,-0.063,0.0095,59.7167,40.2064,0.1469,0.3951,0.2886,0.0549,-0.063,0.5372,53.5407,37.9112
