model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",333.7226,0.0667,0.308637,334.0328,0.0655,0.0058,0.0001,0.0001,-0.0058,0.0092,36.8066,38.1606,0.0655,0.3321,0.2729,0.0495,-0.0058,0.5224,34.0243,35.4908
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",338.3143,0.0677,0.345644,338.6615,0.0637,0.0058,0.0001,0.0001,0.0524,0.0089,43.1901,34.5813,0.0637,0.3309,0.2571,0.0443,0.0524,0.507,39.182,32.4331
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",348.4377,0.0697,0.444944,348.8909,0.0992,0.0063,0.0001,0.0001,0.0107,0.0091,51.491,36.8647,0.0992,0.3583,0.2686,0.0486,0.0107,0.5182,46.2829,34.6894
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",475.6423,0.0951,0.948153,476.5918,0.116,0.0057,0.0001,0.0001,0.0915,0.0087,44.2605,33.7788,0.116,0.324,0.2465,0.0422,0.0915,0.4965,39.8929,31.7142
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",468.1629,0.0936,1.041304,469.2066,0.0714,0.0064,0.0001,0.0001,-0.0197,0.0093,50.9518,36.8055,0.0714,0.3611,0.2766,0.0493,-0.0197,0.526,45.9478,34.6284
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",458.8291,0.0918,1.046333,459.8794,0.0549,0.0058,0.0001,0.0001,0.0489,0.0089,38.9158,35.7615,0.0549,0.3271,0.2582,0.0458,0.0489,0.5081,35.7249,33.4084
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",570.3213,0.1141,2.093162,572.4169,0.1205,0.0054,0.0001,0.0001,0.1176,0.0086,37.7457,32.6889,0.1205,0.306,0.2394,0.0402,0.1176,0.4893,34.2953,30.6058
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",583.8713,0.1168,2.15833,586.0315,0.0784,0.0061,0.0001,0.0001,-0.044,0.0094,37.8166,41.6264,0.0784,0.3466,0.2832,0.0549,-0.044,0.5322,35.0394,38.6199
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",593.763,0.1188,2.150936,595.9179,0.0828,0.0057,0.0001,0.0001,0.0778,0.0088,41.6465,34.1498,0.0828,0.3241,0.2503,0.043,0.0778,0.5003,37.8413,32.0044
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",674.1424,0.1348,3.517899,677.6622,0.1318,0.0056,0.0001,0.0001,0.11,0.0086,44.0003,33.5879,0.1318,0.3208,0.2414,0.0415,0.11,0.4914,39.6102,31.5312
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",682.5651,0.1365,3.243685,685.8115,0.1354,0.0054,0.0001,0.0001,0.1301,0.0086,37.6977,32.8089,0.1354,0.3046,0.236,0.0403,0.1301,0.4858,34.1788,30.7164
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",826.0566,0.1652,2.969912,829.0303,0.0653,0.0059,0.0001,0.0001,0.0504,0.0089,43.0869,34.6673,0.0653,0.3325,0.2578,0.0445,0.0504,0.5077,39.1971,32.5062
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",958.1705,0.1916,4.215634,962.3878,0.1073,0.0054,0.0001,0.0001,0.1001,0.0087,37.2147,33.105,0.1073,0.3082,0.2441,0.0411,0.1001,0.4941,33.9184,30.976
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",963.1023,0.1926,4.132904,967.2369,0.1003,0.006,0.0001,0.0001,0.0466,0.009,47.5771,35.3254,0.1003,0.342,0.2587,0.0456,0.0466,0.5086,42.9023,33.1978
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",973.9877,0.1948,4.530764,978.5233,0.1389,0.0053,0.0001,0.0001,0.1339,0.0085,37.6938,32.4885,0.1389,0.3026,0.2351,0.0398,0.1339,0.4849,34.1102,30.4264
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1084.2951,0.2169,5.296299,1089.5932,0.1076,0.0055,0.0001,0.0001,0.1074,0.0087,39.4896,32.8572,0.1076,0.3107,0.2422,0.0405,0.1074,0.4921,35.814,30.7884
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1093.3307,0.2187,5.428807,1098.7616,0.148,0.0057,0.0001,0.0001,0.1243,0.0086,44.5668,33.773,0.148,0.321,0.2376,0.0416,0.1243,0.4874,40.0471,31.7096
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1112.3285,0.2225,5.529446,1117.861,0.053,0.0074,0.0001,0.0001,-0.2154,0.0101,61.144,41.3417,0.053,0.4208,0.3299,0.0604,-0.2154,0.5744,55.2344,39.0138
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1115.9635,0.2232,8.532526,1124.4975,0.0974,0.0066,0.0001,0.0001,-0.0443,0.0094,54.3203,37.8177,0.0974,0.3722,0.2833,0.0508,-0.0443,0.5323,48.849,35.6131
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 5000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",1093.3849,0.2187,8.730835,1102.1184,0.1042,0.0055,0.0001,0.0001,0.104,0.0087,39.5282,33.361,0.1042,0.3143,0.2431,0.0413,0.104,0.493,35.9519,31.242
