"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",422.1841,0.4222,1.33890557,423.5245,0.1434,0.0056,0.0001,0.0001,0.1292,0.0086,42.9114,33.2035,0.1434,0.3157,0.2363,0.0406,0.1292,0.4861,38.6407,31.1587
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",703.1661,0.7032,1.43248987,704.6022,0.1608,0.0062,0.0001,0.0001,0.0639,0.0089,52.2174,36.7991,0.1608,0.3533,0.2539,0.0471,0.0639,0.5039,46.7677,34.6262
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1325.9674,1.326,1.74704242,1327.7191,0.1615,0.0053,0.0001,0.0001,0.1477,0.0085,36.1105,32.4,0.1615,0.2988,0.2314,0.0394,0.1477,0.481,32.8015,30.3128
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",523.8116,0.5238,4.61181784,528.425,0.1304,0.0057,0.0001,0.0001,0.0981,0.0087,45.2542,34.0642,0.1304,0.3264,0.2447,0.0424,0.0981,0.4947,40.7344,31.9907
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",872.8641,0.8729,4.92715955,877.7945,0.1759,0.006,0.0001,0.0001,0.1094,0.0087,49.501,35.5499,0.1759,0.3381,0.2416,0.0442,0.1094,0.4915,44.3137,33.4223
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1376.2918,1.3763,4.72911167,1381.0253,0.1364,0.0055,0.0001,0.0001,0.1344,0.0085,40.8501,33.1455,0.1364,0.3119,0.235,0.0405,0.1344,0.4847,36.8916,31.0745
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",546.1754,0.5462,8.37132454,554.5518,0.1433,0.0057,0.0001,0.0001,0.1172,0.0086,44.5392,33.7364,0.1433,0.3218,0.2395,0.0415,0.1172,0.4894,40.0693,31.6749
"GRU-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",859.5013,0.8595,8.36725521,867.8709,0.1549,0.007,0.0001,0.0001,-0.0666,0.0095,61.0572,40.763,0.1549,0.3999,0.2894,0.056,-0.0666,0.5379,54.6855,38.4484
"GRU-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1595.1773,1.5952,9.17355275,1604.355,0.1501,0.0055,0.0001,0.0001,0.1464,0.0085,41.14,32.9661,0.1501,0.3104,0.2317,0.04,0.1464,0.4814,37.1028,30.9122
"GRU-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",690.8879,0.6909,15.92581248,706.8146,0.1357,0.0055,0.0001,0.0001,0.0811,0.0088,35.125,34.5358,0.1357,0.3114,0.2493,0.0435,0.0811,0.4993,32.2241,32.248
