model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",53.5592,0.5356,0.00113,53.5619,0.0978,0.0054,0.0001,0.0001,0.0917,0.0082,39.8069,32.3092,0.0978,0.306,0.2145,0.0385,0.0917,0.4632,36.0942,30.3118
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",56.218,0.5622,0.001712,56.2214,0.0624,0.0056,0.0001,0.0001,0.0553,0.0083,40.2818,33.6991,0.0624,0.3182,0.2231,0.0412,0.0553,0.4724,36.7743,31.5922
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.0367,0.5804,0.001755,58.0425,0.1082,0.0055,0.0001,0.0001,0.1056,0.0081,40.0517,33.4422,0.1082,0.3126,0.2114,0.0398,0.1056,0.4598,36.3814,31.3592
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",52.8129,0.5281,0.001383,52.8159,0.1372,0.0052,0.0001,0.0001,0.134,0.008,39.0604,31.1808,0.1372,0.2937,0.2045,0.0363,0.134,0.4522,35.1582,29.256
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",56.3684,0.5637,0.00417,56.3778,0.0648,0.0055,0.0001,0.0001,0.0644,0.0083,40.4512,33.4554,0.0648,0.3126,0.221,0.0416,0.0644,0.4701,36.5769,31.3915
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",56.0061,0.5601,0.002629,56.0114,0.107,0.0055,0.0001,0.0001,0.1012,0.0081,40.272,33.2561,0.107,0.3121,0.2124,0.0398,0.1012,0.4609,36.5846,31.1892
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",56.1624,0.5616,0.001798,56.1656,0.0778,0.0055,0.0001,0.0001,0.0659,0.0083,40.7966,33.0504,0.0778,0.3144,0.2206,0.04,0.0659,0.4697,37.0846,31.0111
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.9261,0.5793,0.001185,57.9301,0.0822,0.0056,0.0001,0.0001,0.0742,0.0082,40.5968,33.6612,0.0822,0.3169,0.2187,0.0409,0.0742,0.4676,36.978,31.559
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",59.5862,0.5959,0.001192,59.5911,0.1051,0.0055,0.0001,0.0001,0.0997,0.0081,40.9106,33.6307,0.1051,0.3152,0.2128,0.0404,0.0997,0.4613,37.1176,31.5524
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.1928,0.5819,0.001821,58.1959,0.1076,0.0054,0.0001,0.0001,0.0973,0.0081,40.3484,32.5309,0.1076,0.3086,0.2132,0.0387,0.0973,0.4617,36.5907,30.5259
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.8117,0.5781,0.001404,57.8146,0.0961,0.0056,0.0001,0.0001,0.0855,0.0082,40.9517,33.7324,0.0961,0.3179,0.216,0.0405,0.0855,0.4647,37.3138,31.6333
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",60.6804,0.6068,0.003407,60.6871,0.0872,0.0056,0.0001,0.0001,0.0846,0.0082,40.2913,33.9307,0.0872,0.3173,0.2164,0.041,0.0846,0.4652,36.7076,31.8094
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",53.3787,0.5338,0.000982,53.3809,0.1366,0.0053,0.0001,0.0001,0.13,0.008,39.5951,31.7289,0.1366,0.2995,0.2055,0.0371,0.13,0.4533,35.7702,29.771
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",56.896,0.569,0.00197,56.9003,0.0706,0.0056,0.0001,0.0001,0.0639,0.0083,40.5907,33.7068,0.0706,0.3183,0.2211,0.0412,0.0639,0.4702,36.9763,31.61
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.1109,0.5711,0.002398,57.1168,0.1219,0.0054,0.0001,0.0001,0.1179,0.008,40.1719,32.924,0.1219,0.3085,0.2085,0.0391,0.1179,0.4566,36.3876,30.8884
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",56.2797,0.5628,0.001091,56.2819,0.1337,0.0053,0.0001,0.0001,0.1289,0.008,39.7343,31.8363,0.1337,0.2998,0.2057,0.0373,0.1289,0.4536,35.8443,29.875
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.3185,0.5732,0.002378,57.3224,0.1021,0.0055,0.0001,0.0001,0.0979,0.0081,39.8133,32.9893,0.1021,0.3104,0.2131,0.0396,0.0979,0.4616,36.1793,30.9441
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.4853,0.5849,0.001531,58.4889,0.0846,0.0055,0.0001,0.0001,0.0814,0.0082,39.9162,33.331,0.0846,0.3131,0.2171,0.0403,0.0814,0.466,36.3173,31.2527
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.2471,0.5825,0.001155,58.2498,0.0651,0.0055,0.0001,0.0001,0.0579,0.0083,40.4579,32.9213,0.0651,0.313,0.2225,0.0401,0.0579,0.4717,36.734,30.8927
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",59.5301,0.5953,0.003226,59.5348,0.0414,0.0057,0.0001,0.0001,0.0335,0.0084,40.994,34.3339,0.0414,0.3241,0.2283,0.0425,0.0335,0.4778,37.452,32.1861
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",59.8558,0.5986,0.003058,59.8612,0.1083,0.0055,0.0001,0.0001,0.105,0.0081,40.0015,33.1399,0.1083,0.3108,0.2116,0.0395,0.105,0.4599,36.3228,31.0823
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",55.8021,0.558,0.001336,55.8045,0.1183,0.0053,0.0001,0.0001,0.115,0.008,39.2815,31.5802,0.1183,0.2983,0.209,0.0372,0.115,0.4572,35.4327,29.6327
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.4681,0.5747,0.005817,57.4754,0.089,0.0055,0.0001,0.0001,0.0817,0.0082,40.5919,33.4338,0.089,0.315,0.2169,0.0406,0.0817,0.4657,36.9048,31.3588
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",59.1592,0.5916,0.002308,59.165,0.117,0.0055,0.0001,0.0001,0.1118,0.0081,40.1318,33.1174,0.117,0.3103,0.21,0.0395,0.1118,0.4582,36.4504,31.0574
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",53.4085,0.5341,0.001472,53.411,0.0903,0.0055,0.0001,0.0001,0.079,0.0082,40.6899,32.9825,0.0903,0.3131,0.2175,0.0397,0.079,0.4664,36.9766,30.9465
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",53.4233,0.5342,0.001624,53.4266,0.0456,0.0057,0.0001,0.0001,0.038,0.0084,40.8415,34.0303,0.0456,0.322,0.2272,0.0422,0.038,0.4767,37.2557,31.9104
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",55.2882,0.5529,0.002992,55.2967,0.0558,0.0057,0.0001,0.0001,0.051,0.0083,40.8921,34.1934,0.0558,0.3222,0.2243,0.0421,0.051,0.4736,37.2802,32.0704
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",53.8138,0.5381,0.002344,53.8175,0.1151,0.0054,0.0001,0.0001,0.1062,0.0081,40.1503,32.3371,0.1151,0.3063,0.2111,0.0383,0.1062,0.4594,36.3715,30.3444
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",55.6647,0.5566,0.001367,55.6683,0.0844,0.0055,0.0001,0.0001,0.0766,0.0082,40.4015,33.2627,0.0844,0.3142,0.2181,0.0404,0.0766,0.467,36.7554,31.2015
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.6806,0.5768,0.001653,57.6846,0.0984,0.0055,0.0001,0.0001,0.0936,0.0081,40.0233,33.1481,0.0984,0.312,0.2143,0.04,0.0936,0.4629,36.3711,31.0947
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.1552,0.5716,0.00192,57.1582,0.1082,0.0054,0.0001,0.0001,0.1008,0.0081,40.1332,32.3573,0.1082,0.3062,0.2124,0.0385,0.1008,0.4608,36.3422,30.3635
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.493,0.5749,0.001169,57.4964,0.0892,0.0055,0.0001,0.0001,0.0812,0.0082,40.4432,33.3828,0.0892,0.3152,0.217,0.0404,0.0812,0.4658,36.8082,31.3078
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.5888,0.5859,0.001201,58.5926,0.0861,0.0056,0.0001,0.0001,0.0782,0.0082,40.7846,33.5399,0.0861,0.3167,0.2179,0.0409,0.0782,0.4668,37.1012,31.4698
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",52.8463,0.5285,0.001045,52.8484,0.1109,0.0054,0.0001,0.0001,0.1052,0.0081,40.0191,32.192,0.1109,0.3042,0.2113,0.0382,0.1052,0.4597,36.1772,30.2104
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",54.4204,0.5442,0.001119,54.423,0.0781,0.0056,0.0001,0.0001,0.0715,0.0082,40.5515,33.5923,0.0781,0.3164,0.2193,0.0407,0.0715,0.4683,36.919,31.5018
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",56.2735,0.5627,0.001093,56.2768,0.1127,0.0054,0.0001,0.0001,0.1093,0.0081,39.6638,33.0211,0.1127,0.3093,0.2105,0.0392,0.1093,0.4588,36.0425,30.9637
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",55.3852,0.5539,0.002701,55.3902,0.1323,0.0053,0.0001,0.0001,0.1249,0.008,39.8062,31.9691,0.1323,0.3019,0.2067,0.0375,0.1249,0.4546,36.0002,29.9966
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.7018,0.587,0.002093,58.7056,0.1897,0.0052,0.0001,0.0001,0.1874,0.0077,39.4378,31.9922,0.1897,0.297,0.1919,0.0362,0.1874,0.4381,35.5699,30.0111
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",60.5376,0.6054,0.001246,60.5426,0.1205,0.0055,0.0001,0.0001,0.1189,0.008,40.7911,33.6466,0.1205,0.3132,0.2083,0.0398,0.1189,0.4564,36.9129,31.57
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",56.7656,0.5677,0.003937,56.7711,0.134,0.0053,0.0001,0.0001,0.1279,0.008,39.9279,31.8994,0.134,0.3006,0.206,0.0374,0.1279,0.4538,36.028,29.9353
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.9912,0.5799,0.001368,57.9942,0.1154,0.0053,0.0001,0.0001,0.1154,0.008,38.2784,32.3316,0.1154,0.3012,0.2089,0.0386,0.1154,0.4571,34.7077,30.3155
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",59.7849,0.5978,0.003254,59.7908,0.0943,0.0055,0.0001,0.0001,0.0917,0.0082,39.5393,33.3351,0.0943,0.3116,0.2147,0.0403,0.0917,0.4633,36.0097,31.2439
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",55.7627,0.5576,0.001313,55.7656,0.1058,0.0055,0.0001,0.0001,0.0925,0.0081,40.6886,32.7747,0.1058,0.3107,0.2143,0.0391,0.0925,0.463,36.9477,30.7513
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.229,0.5823,0.001415,58.2322,0.0657,0.0056,0.0001,0.0001,0.0614,0.0083,40.9849,34.0826,0.0657,0.3209,0.2217,0.0417,0.0614,0.4708,37.2932,31.9667
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.6574,0.5866,0.001263,58.6611,0.129,0.0055,0.0001,0.0001,0.1201,0.008,40.6949,33.2225,0.129,0.3119,0.208,0.0393,0.1201,0.4561,36.9336,31.1695
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",55.7976,0.558,0.001292,55.7999,0.0992,0.0052,0.0001,0.0001,0.0974,0.0081,38.8869,31.0442,0.0992,0.294,0.2132,0.0368,0.0974,0.4617,34.9735,29.1305
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.3233,0.5732,0.002137,57.3268,0.0512,0.0056,0.0001,0.0001,0.0426,0.0084,41.0553,33.7102,0.0512,0.3195,0.2261,0.0418,0.0426,0.4755,37.3674,31.6285
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.4706,0.5747,0.002406,57.4776,0.1248,0.0054,0.0001,0.0001,0.1218,0.008,39.4171,32.5248,0.1248,0.3048,0.2076,0.0386,0.1218,0.4556,35.7339,30.5063
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.0537,0.5705,0.001366,57.0567,0.0882,0.0055,0.0001,0.0001,0.0773,0.0082,40.6334,32.8671,0.0882,0.3123,0.2179,0.0396,0.0773,0.4668,36.9004,30.8405
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.302,0.573,0.002173,57.3059,0.1188,0.0055,0.0001,0.0001,0.1105,0.0081,39.9777,32.9377,0.1188,0.3098,0.2101,0.0392,0.1105,0.4583,36.3671,30.8855
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",60.5174,0.6052,0.001304,60.5223,0.1001,0.0055,0.0001,0.0001,0.0971,0.0081,39.7332,33.2893,0.1001,0.3118,0.2134,0.0399,0.0971,0.462,36.1436,31.2114
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.8468,0.5785,0.001055,57.8488,0.1098,0.0054,0.0001,0.0001,0.1026,0.0081,40.4645,32.4791,0.1098,0.3071,0.2119,0.0388,0.1026,0.4604,36.5854,30.4848
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.0689,0.5707,0.001122,57.0717,0.0968,0.0056,0.0001,0.0001,0.0898,0.0082,40.7378,33.4974,0.0968,0.3157,0.215,0.0403,0.0898,0.4636,37.0166,31.4231
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",59.2015,0.592,0.001387,59.2062,0.0699,0.0057,0.0001,0.0001,0.0644,0.0083,41.5536,34.2963,0.0699,0.3222,0.2211,0.042,0.0644,0.4703,37.768,32.1789
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.1515,0.5815,0.001748,58.1544,0.1174,0.0052,0.0001,0.0001,0.1135,0.0081,39.2421,31.2797,0.1174,0.2958,0.2094,0.0367,0.1135,0.4576,35.3374,29.3519
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",59.4686,0.5947,0.002274,59.4737,0.1349,0.0054,0.0001,0.0001,0.1257,0.008,40.131,32.6353,0.1349,0.307,0.2065,0.0384,0.1257,0.4544,36.4125,30.613
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",61.7693,0.6177,0.002199,61.7763,0.1083,0.0055,0.0001,0.0001,0.1016,0.0081,40.4523,33.1803,0.1083,0.3116,0.2123,0.0398,0.1016,0.4608,36.7063,31.1238
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.9047,0.589,0.001215,58.9069,0.1307,0.0053,0.0001,0.0001,0.1225,0.008,39.7818,31.8604,0.1307,0.3011,0.2072,0.0373,0.1225,0.4552,35.9637,29.8947
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.976,0.5898,0.001127,58.9788,0.1314,0.0054,0.0001,0.0001,0.127,0.008,40.3114,32.7674,0.1314,0.3071,0.2062,0.0386,0.127,0.4541,36.4647,30.7469
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",62.2535,0.6225,0.001531,62.2587,0.0905,0.0056,0.0001,0.0001,0.0835,0.0082,40.5868,33.5529,0.0905,0.3159,0.2166,0.0405,0.0835,0.4654,36.9283,31.4703
