model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",54.8167,0.5482,0.00152,54.8193,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2602,4.2525,0.9956,11.0094,236.222,0.0017,0.9956,15.3695,2.9265,2.9285
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",118.5257,1.1853,0.002601,118.5305,0.9957,0.0113,0.0002,0.0001,0.9957,0.0157,4.1862,4.1841,0.9957,10.8689,229.8104,0.0016,0.9957,15.1595,2.8805,2.8839
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",525.9655,5.2597,0.008215,525.9763,0.9958,0.0111,0.0002,0.0001,0.9958,0.0155,4.191,4.1875,0.9958,10.7657,224.3942,0.0017,0.9958,14.9798,2.8753,2.8776
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",48.12,0.4812,0.001443,48.1232,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2564,4.2495,0.9956,11.0163,236.5166,0.0017,0.9956,15.3791,2.9252,2.9276
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",111.7858,1.1179,0.003011,111.7906,0.9957,0.0112,0.0002,0.0001,0.9957,0.0157,4.1772,4.1762,0.9957,10.8501,229.5925,0.0017,0.9957,15.1523,2.8755,2.879
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",444.5322,4.4453,0.006495,444.5436,0.9958,0.0111,0.0002,0.0001,0.9958,0.0155,4.1768,4.1753,0.9958,10.6929,222.6598,0.0017,0.9958,14.9218,2.8605,2.8637
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",49.6438,0.4964,0.001418,49.6466,0.9956,0.0114,0.0003,0.0001,0.9955,0.0159,4.2515,4.244,0.9956,11.0166,236.5902,0.0017,0.9955,15.3815,2.923,2.9249
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",105.652,1.0565,0.002335,105.6559,0.9956,0.0113,0.0003,0.0001,0.9956,0.0159,4.2128,4.2065,0.9956,10.9197,234.3951,0.0017,0.9956,15.31,2.8979,2.8993
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",485.9822,4.8598,0.005275,485.9895,0.9958,0.0112,0.0002,0.0001,0.9958,0.0155,4.1953,4.1913,0.9958,10.7816,224.9914,0.0017,0.9958,14.9997,2.8742,2.877
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",43.0751,0.4308,0.001714,43.0779,0.9955,0.0114,0.0003,0.0001,0.9955,0.016,4.2361,4.2254,0.9955,10.9949,237.255,0.0017,0.9955,15.4031,2.9145,2.9148
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",104.2476,1.0425,0.002277,104.2513,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.2179,4.2115,0.9956,10.9045,233.0831,0.0017,0.9956,15.2671,2.8993,2.9013
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",456.7093,4.5671,0.007591,456.7187,0.9958,0.0111,0.0002,0.0001,0.9958,0.0154,4.174,4.1683,0.9958,10.7158,221.7858,0.0016,0.9958,14.8925,2.8603,2.8619
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",48.1801,0.4818,0.001277,48.1826,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2595,4.2518,0.9955,11.017,237.2262,0.0017,0.9955,15.4021,2.928,2.9296
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",115.5067,1.1551,0.00236,115.5106,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.2038,4.2005,0.9956,10.893,232.8496,0.0017,0.9956,15.2594,2.8931,2.8955
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",440.2893,4.4029,0.007356,440.2989,0.9958,0.0111,0.0002,0.0001,0.9958,0.0155,4.186,4.1828,0.9958,10.7475,223.4883,0.0017,0.9958,14.9495,2.8692,2.8721
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",43.1571,0.4316,0.001288,43.1597,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2578,4.2494,0.9956,10.9992,236.2882,0.0017,0.9956,15.3717,2.9257,2.927
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",103.3614,1.0336,0.002353,103.3654,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.2093,4.207,0.9956,10.9258,233.1303,0.0017,0.9956,15.2686,2.896,2.8996
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",407.1397,4.0714,0.007558,407.1494,0.9959,0.0111,0.0002,0.0001,0.9959,0.0154,4.1661,4.1619,0.9959,10.6824,220.4303,0.0016,0.9959,14.8469,2.8529,2.8554
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",51.1717,0.5117,0.001391,51.1743,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2394,4.2322,0.9956,10.9852,235.2954,0.0017,0.9956,15.3393,2.9158,2.9175
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",123.6353,1.2364,0.002299,123.6391,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.2046,4.1988,0.9956,10.9141,234.2608,0.0017,0.9956,15.3056,2.8936,2.8952
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",436.7357,4.3674,0.007004,436.7459,0.9958,0.0111,0.0002,0.0001,0.9957,0.0156,4.1535,4.1705,0.9958,10.7446,226.0558,0.0017,0.9957,15.0352,2.8544,2.8666
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",46.1925,0.4619,0.001558,46.1955,0.9955,0.0114,0.0003,0.0001,0.9955,0.016,4.2544,4.2465,0.9955,11.0154,237.3577,0.0017,0.9955,15.4064,2.9252,2.9264
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",117.1001,1.171,0.00242,117.1039,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.206,4.2006,0.9956,10.8971,232.6121,0.0017,0.9956,15.2516,2.8941,2.8959
"ABfoLS_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",499.1294,4.9913,0.007149,499.1394,0.9958,0.0111,0.0002,0.0001,0.9958,0.0154,4.1685,4.1659,0.9958,10.7314,222.5332,0.0016,0.9958,14.9175,2.8585,2.8615
"ABfoLS_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",51.6176,0.5162,0.001248,51.6202,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2254,4.2176,0.9956,10.9642,235.5344,0.0017,0.9956,15.3471,2.9064,2.9075
"ABfoLS_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-abfols_{'epoch': 100, 'pop_size': 50, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",111.9836,1.1198,0.002447,111.9876,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.2083,4.2008,0.9956,10.8905,231.6676,0.0017,0.9956,15.2206,2.8962,2.8965
