model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",71.9776,0.7198,0.001515,71.9802,0.9956,0.0114,0.0003,0.0001,0.9955,0.0159,4.2458,4.2372,0.9956,10.9994,236.6366,0.0017,0.9955,15.383,2.92,2.9212
"DE_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",176.1724,1.7617,0.002941,176.1783,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.2056,4.2008,0.9956,10.8854,232.258,0.0017,0.9956,15.24,2.8912,2.8937
"DE_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",723.0467,7.2305,0.006923,723.0564,0.9958,0.0111,0.0002,0.0001,0.9958,0.0154,4.1852,4.1798,0.9958,10.7246,222.5129,0.0016,0.9958,14.9169,2.8645,2.8667
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",62.4503,0.6245,0.001201,62.4528,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2571,4.2488,0.9956,11.0047,236.4471,0.0017,0.9956,15.3768,2.9256,2.9268
"DE_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",144.0079,1.4401,0.002143,144.0115,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.2056,4.1974,0.9956,10.9184,234.0075,0.0017,0.9956,15.2973,2.8949,2.8957
"DE_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",669.9801,6.6998,0.006384,669.989,0.9958,0.0111,0.0002,0.0001,0.9958,0.0154,4.1752,4.1721,0.9958,10.7029,221.1405,0.0016,0.9958,14.8708,2.8602,2.8626
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",62.4048,0.624,0.001309,62.4072,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2405,4.2338,0.9956,10.9803,236.0609,0.0017,0.9956,15.3643,2.9144,2.9164
"DE_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",145.6883,1.4569,0.002108,145.6915,0.9957,0.0112,0.0002,0.0001,0.9957,0.0157,4.1683,4.166,0.9957,10.8474,229.9976,0.0017,0.9957,15.1657,2.8705,2.8737
"DE_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",634.6626,6.3466,0.006893,634.6722,0.9959,0.011,0.0002,0.0001,0.9959,0.0153,4.1707,4.1651,0.9959,10.6199,219.6577,0.0016,0.9959,14.8209,2.8507,2.8527
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",61.7856,0.6179,0.001338,61.788,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2294,4.2215,0.9956,10.9629,235.5118,0.0017,0.9956,15.3464,2.9083,2.9096
"DE_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",144.3947,1.4439,0.002323,144.3984,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.1994,4.1937,0.9956,10.9004,233.5772,0.0017,0.9956,15.2832,2.8886,2.8908
"DE_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",625.7165,6.2572,0.005799,625.7247,0.9958,0.0111,0.0002,0.0001,0.9958,0.0155,4.1925,4.1901,0.9958,10.7566,225.1168,0.0017,0.9958,15.0039,2.8731,2.8762
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",62.2269,0.6223,0.001335,62.2294,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2506,4.2419,0.9955,11.0215,237.0937,0.0017,0.9955,15.3978,2.9235,2.9246
"DE_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",144.905,1.449,0.002227,144.9087,0.9956,0.0113,0.0003,0.0001,0.9956,0.0158,4.2121,4.2062,0.9956,10.9081,233.6054,0.0017,0.9956,15.2842,2.8951,2.8969
"DE_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",627.1637,6.2716,0.005666,627.1716,0.9958,0.0111,0.0002,0.0001,0.9958,0.0154,4.1726,4.1674,0.9958,10.6766,221.0099,0.0016,0.9958,14.8664,2.857,2.8591
"DE_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-de_{'epoch': 100, 'pop_size': 50, 'Wf': 0.8, 'Cr': 0.9}",63.9,0.639,0.001373,63.9025,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2596,4.2528,0.9955,11.0145,237.0942,0.0017,0.9955,15.3979,2.928,2.9298
