model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_nor,MAE_nor,MSE_nor,mean_squared_log_error_nor,r2_nor,RMSE_nor,MAPE_nor,SMAPE_nor,explained_variance_denor,MAE_denor,MSE_denor,mean_squared_log_error_denor,r2_denor,RMSE_denor,MAPE_denor,SMAPE_denor
"GA_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",72.2855,0.7229,0.001574,72.2882,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2396,4.2321,0.9956,10.9832,235.8792,0.0017,0.9956,15.3584,2.9155,2.917
"GA_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",176.3749,1.7637,0.003398,176.381,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.2104,4.2063,0.9956,10.9061,232.4452,0.0017,0.9956,15.2462,2.8977,2.9001
"GA_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",737.5932,7.3759,0.007696,737.6036,0.9958,0.0111,0.0002,0.0001,0.9958,0.0155,4.1869,4.1802,0.9958,10.7209,223.5672,0.0017,0.9958,14.9522,2.8677,2.8692
"GA_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",58.9186,0.5892,0.0012,58.9208,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2455,4.2383,0.9956,10.9902,235.1666,0.0017,0.9956,15.3351,2.9189,2.9207
"GA_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",141.1713,1.4117,0.002192,141.1748,0.9958,0.0112,0.0002,0.0001,0.9957,0.0156,4.1637,4.1628,0.9958,10.7857,225.9509,0.0016,0.9957,15.0317,2.8642,2.8678
"GA_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",670.4212,6.7042,0.007889,670.4308,0.9959,0.011,0.0002,0.0001,0.9959,0.0154,4.1308,4.1289,0.9959,10.6641,220.2892,0.0016,0.9959,14.8421,2.8345,2.8373
"GA_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",60.303,0.603,0.001268,60.3054,0.9955,0.0114,0.0003,0.0001,0.9955,0.0159,4.2474,4.2394,0.9955,11.0046,236.7417,0.0017,0.9955,15.3864,2.9207,2.9224
"GA_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",145.5719,1.4557,0.002203,145.5756,0.9957,0.0113,0.0002,0.0001,0.9957,0.0157,4.1988,4.194,0.9957,10.9107,231.2332,0.0016,0.9957,15.2064,2.8896,2.8919
"GA_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",625.4775,6.2548,0.007701,625.487,0.9959,0.011,0.0002,0.0001,0.9959,0.0154,4.1431,4.1397,0.9959,10.6515,219.7584,0.0016,0.9959,14.8243,2.8408,2.8434
"GA_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",61.8598,0.6186,0.001278,61.8626,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2564,4.2487,0.9956,11.0038,235.9144,0.0017,0.9956,15.3595,2.9249,2.9265
"GA_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",144.0922,1.4409,0.002277,144.0962,0.9957,0.0112,0.0002,0.0001,0.9957,0.0157,4.1803,4.1739,0.9957,10.8621,230.5548,0.0017,0.9957,15.184,2.8782,2.8798
"GA_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",632.3159,6.3232,0.007084,632.3251,0.9959,0.011,0.0002,0.0001,0.9958,0.0154,4.1494,4.1433,0.9959,10.6593,220.657,0.0016,0.9958,14.8545,2.8442,2.8454
"GA_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",61.9776,0.6198,0.001399,61.9801,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2641,4.2548,0.9956,11.0121,235.9428,0.0017,0.9956,15.3604,2.9291,2.9303
"GA_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",148.7601,1.4876,0.006366,148.7681,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.192,4.1888,0.9956,10.8911,232.5351,0.0017,0.9956,15.2491,2.8854,2.8883
"GA_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",635.0413,6.3504,0.006042,635.05,0.9958,0.0112,0.0002,0.0001,0.9957,0.0156,4.2075,4.2017,0.9958,10.7908,226.0116,0.0017,0.9957,15.0337,2.8819,2.8837
"GA_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",60.8149,0.6081,0.001373,60.8174,0.9956,0.0114,0.0003,0.0001,0.9955,0.0159,4.2577,4.2499,0.9956,11.0159,236.6615,0.0017,0.9955,15.3838,2.9256,2.9275
"GA_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",142.8122,1.4281,0.002663,142.8163,0.9957,0.0112,0.0002,0.0001,0.9957,0.0157,4.1877,4.1811,0.9957,10.8308,229.255,0.0017,0.9957,15.1412,2.8789,2.8806
"GA_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",640.464,6.4046,0.005421,640.472,0.9959,0.011,0.0002,0.0001,0.9959,0.0154,4.1641,4.1577,0.9959,10.6681,220.3608,0.0016,0.9959,14.8446,2.8492,2.8507
"GA_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",60.2637,0.6026,0.001333,60.2663,0.9956,0.0114,0.0003,0.0001,0.9956,0.0159,4.2401,4.2319,0.9956,10.991,235.7877,0.0017,0.9956,15.3554,2.9165,2.9178
"GA_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",143.6924,1.4369,0.002396,143.6962,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.2101,4.2025,0.9956,10.914,232.5306,0.0017,0.9956,15.249,2.898,2.8987
"GA_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",612.498,6.125,0.005776,612.5061,0.9959,0.0111,0.0002,0.0001,0.9959,0.0154,4.1634,4.1602,0.9959,10.7095,220.533,0.0016,0.9959,14.8504,2.8547,2.8573
"GA_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",59.9474,0.5995,0.001427,59.9499,0.9955,0.0114,0.0003,0.0001,0.9955,0.016,4.2458,4.2376,0.9955,11.0066,237.7341,0.0017,0.9955,15.4186,2.9213,2.9218
"GA_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",140.1594,1.4016,0.002483,140.1633,0.9956,0.0113,0.0003,0.0001,0.9956,0.0159,4.1987,4.1942,0.9956,10.9279,234.8621,0.0017,0.9956,15.3252,2.8912,2.8934
"GA_ELM-sliding_5-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",612.4673,6.1247,0.005989,612.4752,0.9958,0.0111,0.0002,0.0001,0.9958,0.0154,4.1725,4.1703,0.9958,10.7353,222.2881,0.0016,0.9958,14.9093,2.8596,2.8632
"GA_ELM-sliding_2-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.5358,0.5754,0.001232,57.5381,0.9955,0.0114,0.0003,0.0001,0.9955,0.016,4.2387,4.2267,0.9955,11.012,239.4299,0.0017,0.9955,15.4735,2.9178,2.917
"GA_ELM-sliding_3-nets_[100, 0, (20, False), (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",136.6524,1.3665,0.002496,136.6561,0.9957,0.0113,0.0002,0.0001,0.9957,0.0157,4.1808,4.1755,0.9957,10.8724,230.4035,0.0017,0.9957,15.179,2.8784,2.8803
